<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Lotus.Gold.Com.ETF,20231015,189600.00,191333.00,189150.00,190162.00,568588822022,2990027,3354,D,191810.00,190590.00
Lotus.Gold.Com.ETF,20231014,193000.00,195000.00,190561.00,191810.00,1092182180492,5694078,5542,D,188617.00,190701.00
Lotus.Gold.Com.ETF,20231011,187000.00,190500.00,186700.00,188617.00,791513673406,4196405,4165,D,189143.00,188750.00
Lotus.Gold.Com.ETF,20231010,194500.00,194500.00,186050.00,189143.00,1928007130514,10193382,9554,D,197559.00,187296.00
Lotus.Gold.Com.ETF,20231009,196800.00,200439.00,195000.00,197559.00,2702663902791,13680301,12334,D,192685.00,199600.00
Lotus.Gold.Com.ETF,20231008,191200.00,194799.00,190610.00,192685.00,4006861069359,20794824,12960,D,181102.00,193999.00
Lotus.Gold.Com.ETF,20231007,179400.00,184240.00,179400.00,181102.00,1092611198424,6033140,5532,D,176453.00,184200.00
Lotus.Gold.Com.ETF,20231004,176440.00,176890.00,175888.00,176453.00,202551138590,1147903,2148,D,177191.00,176889.00
Lotus.Gold.Com.ETF,20231002,177294.00,177600.00,176822.00,177191.00,148272504689,836795,2000,D,176556.00,177032.00
Lotus.Gold.Com.ETF,20231001,176250.00,177041.00,175888.00,176556.00,303533623242,1719196,2211,D,175340.00,176563.00
Lotus.Gold.Com.ETF,20230930,176490.00,176730.00,175000.00,175340.00,374601331002,2136427,4273,D,176858.00,176250.00
Lotus.Gold.Com.ETF,20230927,177000.00,177200.00,176500.00,176858.00,292909284158,1656185,3461,D,178034.00,177100.00
Lotus.Gold.Com.ETF,20230926,177900.00,178479.00,177539.00,178034.00,284051961601,1595494,2331,D,178179.00,178314.00
Lotus.Gold.Com.ETF,20230925,179000.00,179000.00,177778.00,178179.00,246660963011,1384344,3328,D,179205.00,178561.00
Lotus.Gold.Com.ETF,20230923,180150.00,180222.00,178895.00,179205.00,391561129112,2184990,4260,D,180550.00,179299.00
Lotus.Gold.Com.ETF,20230920,181541.00,181603.00,179910.00,180550.00,299117084643,1656696,4499,D,182216.00,180104.00
Lotus.Gold.Com.ETF,20230919,182010.00,182698.00,181650.00,182216.00,189869597927,1042000,2385,D,182407.00,182400.00
Lotus.Gold.Com.ETF,20230918,183000.00,183000.00,181541.00,182407.00,550098850595,3015783,3728,D,184276.00,182210.00
Lotus.Gold.Com.ETF,20230917,185470.00,185470.00,183870.00,184276.00,259981719206,1410827,3147,D,185112.00,183870.00
Lotus.Gold.Com.ETF,20230913,185005.00,185700.00,184225.00,185112.00,399184604611,2156447,2316,D,183510.00,185650.00
