<OPEN>,<LOW>,<HIGH>,<CLOSE>,<amount>,<perc>,<DTYYYYMMDD>,<shamsi>
31830,31720,31850,31740,70,0.22%,2014-09-05,1393/06/14
31690,31650,31850,31810,90,0.28%,2014-09-04,1393/06/13
31750,31670,31860,31720,10,0.03%,2014-09-03,1393/06/12
31470,31470,31750,31730,250,0.79%,2014-09-02,1393/06/11
31470,31390,31500,31480,20,0.06%,2014-09-01,1393/06/10
31580,31480,31590,31500,90,0.29%,2014-08-31,1393/06/09
31410,31410,31680,31590,170,0.54%,2014-08-30,1393/06/08
31310,31300,31420,31420,120,0.38%,2014-08-29,1393/06/07
31310,31250,31330,31300,-,-,2014-08-28,1393/06/06
31280,31220,31300,31300,30,0.10%,2014-08-27,1393/06/05
31310,31210,31330,31270,60,0.19%,2014-08-26,1393/06/04
31150,31120,31350,31330,170,0.55%,2014-08-25,1393/06/03
31190,31130,31330,31160,50,0.16%,2014-08-24,1393/06/02
30920,30910,31230,31210,300,0.97%,2014-08-23,1393/06/01
30910,30890,30920,30910,10,0.03%,2014-08-22,1393/05/31
30940,30900,30960,30920,10,0.03%,2014-08-21,1393/05/30
31040,30910,31090,30930,120,0.39%,2014-08-20,1393/05/29
31060,31030,31150,31050,20,0.06%,2014-08-19,1393/05/28
31010,30960,31070,31070,50,0.16%,2014-08-18,1393/05/27
31080,31000,31090,31020,70,0.23%,2014-08-17,1393/05/26
31180,31090,31200,31090,100,0.32%,2014-08-16,1393/05/25
31170,31170,31190,31190,10,0.03%,2014-08-15,1393/05/24
31230,31170,31230,31180,90,0.29%,2014-08-14,1393/05/23
31210,31200,31270,31270,80,0.26%,2014-08-13,1393/05/22
31260,31190,31280,31190,60,0.19%,2014-08-12,1393/05/21
31190,31170,31290,31250,30,0.10%,2014-08-11,1393/05/20
31290,31200,31300,31220,80,0.26%,2014-08-10,1393/05/19
31310,31260,31340,31300,20,0.06%,2014-08-09,1393/05/18
31310,31310,31350,31320,-,-,2014-08-08,1393/05/17
31350,31320,31370,31320,80,0.26%,2014-08-07,1393/05/16
31380,31340,31410,31400,-,-,2014-08-06,1393/05/15
31410,31370,31450,31400,20,0.06%,2014-08-05,1393/05/14
31390,31380,31490,31420,20,0.06%,2014-08-04,1393/05/13
31330,31290,31400,31400,110,0.35%,2014-08-03,1393/05/12
31200,31200,31300,31290,60,0.19%,2014-08-02,1393/05/11
31250,31200,31250,31230,10,0.03%,2014-07-31,1393/05/09
31250,31230,31250,31240,20,0.06%,2014-07-30,1393/05/08
31310,31260,31310,31260,30,0.10%,2014-07-29,1393/05/07
31350,31250,31370,31290,80,0.26%,2014-07-28,1393/05/06
31380,31320,31410,31370,20,0.06%,2014-07-27,1393/05/05
31390,31350,31410,31390,10,0.03%,2014-07-26,1393/05/04
31370,31360,31390,31380,10,0.03%,2014-07-25,1393/05/03
31340,31320,31410,31390,60,0.19%,2014-07-24,1393/05/02
31280,31240,31360,31330,-,-,2014-07-23,1393/05/01
31320,31270,31350,31330,-,-,2014-07-22,1393/04/31
31280,31270,31370,31330,20,0.06%,2014-07-21,1393/04/30
31300,31210,31370,31310,30,0.10%,2014-07-20,1393/04/29
31580,31300,31580,31340,220,0.70%,2014-07-19,1393/04/28
31440,31430,31640,31560,130,0.41%,2014-07-18,1393/04/27
31390,31330,31430,31430,70,0.22%,2014-07-17,1393/04/26
31180,31170,31470,31360,190,0.61%,2014-07-16,1393/04/25
31200,31110,31230,31170,60,0.19%,2014-07-15,1393/04/24
31350,31220,31350,31230,130,0.42%,2014-07-14,1393/04/23
31200,31170,31420,31360,140,0.45%,2014-07-13,1393/04/22
31010,30970,31240,31220,160,0.52%,2014-07-12,1393/04/21
31000,31000,31110,31060,40,0.13%,2014-07-11,1393/04/20
31100,31000,31140,31020,30,0.10%,2014-07-10,1393/04/19
31190,30990,31270,31050,130,0.42%,2014-07-09,1393/04/18
31300,31140,31500,31180,80,0.26%,2014-07-08,1393/04/17
30990,30980,31310,31260,310,1%,2014-07-07,1393/04/16
30920,30770,31010,30950,10,0.03%,2014-07-06,1393/04/15
31250,30940,31290,30960,300,0.97%,2014-07-05,1393/04/14
31240,31200,31340,31260,10,0.03%,2014-07-04,1393/04/13
31360,31260,31480,31270,60,0.19%,2014-07-03,1393/04/12
31190,31110,31500,31330,150,0.48%,2014-07-02,1393/04/11
31160,30920,31230,31180,40,0.13%,2014-07-01,1393/04/10
31160,30900,31160,31140,40,0.13%,2014-06-30,1393/04/09
31380,31080,31380,31180,210,0.67%,2014-06-29,1393/04/08
31680,31390,31680,31390,300,0.96%,2014-06-28,1393/04/07
31670,31670,31700,31690,40,0.13%,2014-06-27,1393/04/06
31650,31620,31720,31650,20,0.06%,2014-06-26,1393/04/05
31650,31600,31730,31670,-,-,2014-06-25,1393/04/04
31740,31600,31770,31670,50,0.16%,2014-06-24,1393/04/03
31880,31690,31920,31720,200,0.63%,2014-06-23,1393/04/02
32050,31790,32050,31920,150,0.47%,2014-06-22,1393/04/01
32330,32040,32340,32070,220,0.69%,2014-06-21,1393/03/31
32100,32010,32290,32290,180,0.56%,2014-06-20,1393/03/30
31980,31800,32190,32110,180,0.56%,2014-06-19,1393/03/29
32000,31900,32170,31930,110,0.34%,2014-06-18,1393/03/28
31780,31770,32110,32040,250,0.79%,2014-06-17,1393/03/27
32050,31790,32120,31790,330,1.04%,2014-06-16,1393/03/26
32160,32120,32230,32120,70,0.22%,2014-06-15,1393/03/25
32420,32180,32420,32190,240,0.75%,2014-06-14,1393/03/24
32440,32410,32440,32430,20,0.06%,2014-06-13,1393/03/23
32420,32410,32460,32450,50,0.15%,2014-06-12,1393/03/22
32410,32340,32500,32400,-,-,2014-06-11,1393/03/21
32290,32060,32400,32400,80,0.25%,2014-06-10,1393/03/20
32430,32290,32460,32320,130,0.40%,2014-06-09,1393/03/19
32600,32350,32600,32450,170,0.52%,2014-06-08,1393/03/18
32840,32610,32850,32620,210,0.64%,2014-06-07,1393/03/17
32840,32830,32850,32830,-,-,2014-06-06,1393/03/16
32820,32810,32830,32830,30,0.09%,2014-06-04,1393/03/14
32810,32790,32840,32800,20,0.06%,2014-06-03,1393/03/13
32800,32790,32850,32820,10,0.03%,2014-06-02,1393/03/12
32770,32760,32830,32810,50,0.15%,2014-06-01,1393/03/11
32770,32720,32790,32760,10,0.03%,2014-05-31,1393/03/10
32790,32740,32800,32770,10,0.03%,2014-05-30,1393/03/09
32660,32620,32780,32780,110,0.34%,2014-05-29,1393/03/08
32780,32640,32780,32670,100,0.31%,2014-05-28,1393/03/07
32820,32750,32830,32770,60,0.18%,2014-05-27,1393/03/06
32850,32800,32890,32830,10,0.03%,2014-05-26,1393/03/05
32760,32700,32860,32820,80,0.24%,2014-05-25,1393/03/04
32820,32700,32840,32740,90,0.27%,2014-05-24,1393/03/03
32880,32830,32920,32830,40,0.12%,2014-05-23,1393/03/02
32880,32840,32920,32870,30,0.09%,2014-05-22,1393/03/01
32920,32860,33080,32900,40,0.12%,2014-05-21,1393/02/31
32810,32730,32950,32940,120,0.37%,2014-05-20,1393/02/30
32740,32720,32850,32820,60,0.18%,2014-05-19,1393/02/29
33000,32680,33020,32760,230,0.70%,2014-05-18,1393/02/28
32940,32920,33200,32990,60,0.18%,2014-05-17,1393/02/27
32470,32470,33020,32930,480,1.48%,2014-05-16,1393/02/26
32390,32350,32450,32450,80,0.25%,2014-05-15,1393/02/25
32490,32360,32560,32370,110,0.34%,2014-05-14,1393/02/24
32470,32450,32500,32480,10,0.03%,2014-05-13,1393/02/23
32400,32270,32610,32490,130,0.40%,2014-05-12,1393/02/22
32570,32320,32680,32360,220,0.68%,2014-05-11,1393/02/21
32880,32580,32950,32580,290,0.89%,2014-05-10,1393/02/20
32910,32860,32910,32870,30,0.09%,2014-05-09,1393/02/19
32800,32790,32930,32900,10,0.03%,2014-05-08,1393/02/18
33030,32840,33050,32910,130,0.40%,2014-05-07,1393/02/17
33150,32930,33300,33040,100,0.30%,2014-05-06,1393/02/16
32820,32720,33160,33140,360,1.10%,2014-05-05,1393/02/15
33100,32780,33160,32780,370,1.13%,2014-05-04,1393/02/14
33150,33120,33290,33150,20,0.06%,2014-05-03,1393/02/13
33120,33100,33150,33130,30,0.09%,2014-05-02,1393/02/12
32950,32900,33100,33100,120,0.36%,2014-05-01,1393/02/11
32940,32840,33010,32980,30,0.09%,2014-04-30,1393/02/10
32760,32590,32960,32950,130,0.40%,2014-04-29,1393/02/09
33280,32750,33390,32820,530,1.61%,2014-04-28,1393/02/08
32780,32780,33600,33350,550,1.68%,2014-04-27,1393/02/07
32430,32430,32800,32800,320,0.99%,2014-04-26,1393/02/06
32580,32350,32630,32480,60,0.18%,2014-04-25,1393/02/05
32730,32300,32900,32540,110,0.34%,2014-04-24,1393/02/04
33200,32630,33470,32650,510,1.56%,2014-04-23,1393/02/03
32490,32490,33160,33160,760,2.35%,2014-04-22,1393/02/02
32080,31950,32400,32400,310,0.97%,2014-04-21,1393/02/01
31820,31820,32170,32090,300,0.94%,2014-04-20,1393/01/31
31750,31740,31960,31790,60,0.19%,2014-04-19,1393/01/30
31720,31670,31740,31730,20,0.06%,2014-04-18,1393/01/29
31570,31540,31780,31710,150,0.48%,2014-04-17,1393/01/28
31840,31560,32000,31560,240,0.76%,2014-04-16,1393/01/27
31230,31230,31800,31800,500,1.60%,2014-04-15,1393/01/26
31240,31180,31380,31300,90,0.29%,2014-04-14,1393/01/25
31150,31030,31280,31210,70,0.22%,2014-04-13,1393/01/24
30780,30750,31160,31140,350,1.14%,2014-04-12,1393/01/23
30800,30790,30810,30790,20,0.06%,2014-04-11,1393/01/22
30820,30720,30900,30810,10,0.03%,2014-04-10,1393/01/21
30960,30790,31160,30800,100,0.32%,2014-04-09,1393/01/20
30570,30540,30900,30900,320,1.05%,2014-04-08,1393/01/19
30410,30370,30650,30580,150,0.49%,2014-04-07,1393/01/18
30490,30260,30490,30430,50,0.16%,2014-04-06,1393/01/17
30570,30450,30580,30480,130,0.43%,2014-04-05,1393/01/16
30610,30610,30610,30610,20,0.07%,2014-04-03,1393/01/14
30630,30600,30640,30630,10,0.03%,2014-04-01,1393/01/12
30500,30500,30650,30640,150,0.49%,2014-03-31,1393/01/11
30480,30410,30500,30490,20,0.07%,2014-03-30,1393/01/10
30550,30460,30550,30470,100,0.33%,2014-03-29,1393/01/09
30570,30570,30570,30570,10,0.03%,2014-03-28,1393/01/08
30560,30560,30690,30580,80,0.26%,2014-03-27,1393/01/07
30400,30350,30530,30500,200,0.66%,2014-03-26,1393/01/06
30200,30200,30300,30300,120,0.40%,2014-03-25,1393/01/05
30250,30180,30250,30180,90,0.30%,2014-03-24,1393/01/04
30250,30250,30270,30270,100,0.33%,2014-03-23,1393/01/03
30100,30100,30200,30170,30,0.10%,2014-03-20,1392/12/29
30060,30030,30150,30140,140,0.47%,2014-03-19,1392/12/28
30000,29950,30140,30000,40,0.13%,2014-03-18,1392/12/27
30190,29960,30190,29960,240,0.80%,2014-03-17,1392/12/26
30060,29800,30250,30200,120,0.40%,2014-03-16,1392/12/25
30450,30020,30450,30080,360,1.20%,2014-03-15,1392/12/24
30390,30390,30500,30440,80,0.26%,2014-03-14,1392/12/23
30400,30290,30430,30360,10,0.03%,2014-03-13,1392/12/22
30560,30330,30640,30370,180,0.59%,2014-03-12,1392/12/21
30750,30450,30910,30550,160,0.52%,2014-03-11,1392/12/20
30430,30360,30790,30710,270,0.89%,2014-03-10,1392/12/19
29970,29970,30440,30440,380,1.26%,2014-03-09,1392/12/18
30430,30060,30430,30060,400,1.33%,2014-03-08,1392/12/17
30470,30460,30510,30460,30,0.10%,2014-03-07,1392/12/16
30500,30430,30530,30490,30,0.10%,2014-03-06,1392/12/15
30620,30500,30620,30520,120,0.39%,2014-03-05,1392/12/14
31000,30500,31140,30640,430,1.40%,2014-03-04,1392/12/13
30660,30630,31270,31070,480,1.57%,2014-03-03,1392/12/12
30430,30310,30600,30590,140,0.46%,2014-03-02,1392/12/11
30140,30100,30500,30450,350,1.16%,2014-03-01,1392/12/10
30120,30060,30120,30100,10,0.03%,2014-02-28,1392/12/09
29890,29860,30090,30090,210,0.70%,2014-02-27,1392/12/08
29890,29840,29960,29880,20,0.07%,2014-02-26,1392/12/07
29860,29860,30150,29900,60,0.20%,2014-02-25,1392/12/06
29580,29580,29850,29840,240,0.81%,2014-02-24,1392/12/05
29580,29560,29620,29600,40,0.14%,2014-02-23,1392/12/04
29520,29510,29580,29560,60,0.20%,2014-02-22,1392/12/03
29520,29500,29520,29500,30,0.10%,2014-02-21,1392/12/02
29500,29500,29530,29530,10,0.03%,2014-02-20,1392/12/01
29500,29480,29540,29520,-,-,2014-02-19,1392/11/30
29540,29500,29570,29520,-,-,2014-02-18,1392/11/29
29500,29440,29530,29520,40,0.14%,2014-02-17,1392/11/28
29570,29480,29570,29480,100,0.34%,2014-02-16,1392/11/27
29560,29520,29610,29580,50,0.17%,2014-02-15,1392/11/26
29530,29530,29550,29530,10,0.03%,2014-02-14,1392/11/25
29550,29480,29550,29520,20,0.07%,2014-02-13,1392/11/24
29510,29490,29560,29540,40,0.14%,2014-02-12,1392/11/23
29500,29500,29510,29500,10,0.03%,2014-02-11,1392/11/22
29450,29420,29520,29510,50,0.17%,2014-02-10,1392/11/21
29530,29430,29540,29460,80,0.27%,2014-02-09,1392/11/20
29580,29520,29600,29540,60,0.20%,2014-02-08,1392/11/19
29620,29580,29630,29600,10,0.03%,2014-02-07,1392/11/18
29500,29490,29600,29590,80,0.27%,2014-02-06,1392/11/17
29460,29460,29510,29510,40,0.14%,2014-02-05,1392/11/16
29520,29460,29530,29470,70,0.24%,2014-02-04,1392/11/15
29460,29460,29580,29540,80,0.27%,2014-02-03,1392/11/14
29410,29400,29480,29460,40,0.14%,2014-02-02,1392/11/13
29370,29350,29440,29420,40,0.14%,2014-02-01,1392/11/12
29340,29330,29400,29380,30,0.10%,2014-01-31,1392/11/11
29410,29320,29430,29350,70,0.24%,2014-01-30,1392/11/10
29490,29420,29510,29420,60,0.20%,2014-01-29,1392/11/09
29470,29440,29510,29480,10,0.03%,2014-01-28,1392/11/08
29460,29410,29490,29490,40,0.14%,2014-01-27,1392/11/07
29540,29410,29550,29450,70,0.24%,2014-01-26,1392/11/06
29440,29440,29640,29520,120,0.41%,2014-01-25,1392/11/05
29480,29360,29490,29400,110,0.37%,2014-01-23,1392/11/03
29320,29280,29650,29510,170,0.58%,2014-01-22,1392/11/02
28890,28890,29380,29340,460,1.59%,2014-01-21,1392/11/01
29230,28880,29230,28880,480,1.66%,2014-01-20,1392/10/30
29360,29360,29360,29360,30,0.10%,2014-01-19,1392/10/29
29560,29380,29560,29390,180,0.61%,2014-01-18,1392/10/28
29580,29570,29610,29570,-,-,2014-01-16,1392/10/26
29640,29560,29640,29570,60,0.20%,2014-01-15,1392/10/25
29600,29600,29680,29630,70,0.24%,2014-01-14,1392/10/24
29780,29500,29780,29560,230,0.78%,2014-01-13,1392/10/23
29840,29780,29840,29790,10,0.03%,2014-01-12,1392/10/22
29780,29760,29830,29800,-,-,2014-01-11,1392/10/21
29880,29800,29910,29800,100,0.34%,2014-01-09,1392/10/19
29850,29820,29920,29900,50,0.17%,2014-01-08,1392/10/18
29790,29790,29850,29850,50,0.17%,2014-01-07,1392/10/17
29730,29730,29820,29800,60,0.20%,2014-01-06,1392/10/16
29770,29660,29770,29740,20,0.07%,2014-01-05,1392/10/15
29940,29740,29950,29760,160,0.54%,2014-01-04,1392/10/14
29920,29920,29920,29920,80,0.27%,2014-01-02,1392/10/12
30030,29990,30040,30000,70,0.23%,2014-01-01,1392/10/11
30080,30070,30080,30070,10,0.03%,2013-12-31,1392/10/10
30160,30060,30160,30060,90,0.30%,2013-12-30,1392/10/09
29960,29960,30230,30150,200,0.67%,2013-12-29,1392/10/08
29930,29850,29990,29950,60,0.20%,2013-12-28,1392/10/07
29660,29660,30010,30010,340,1.15%,2013-12-26,1392/10/05
29710,29630,29710,29670,40,0.13%,2013-12-25,1392/10/04
29570,29570,29720,29710,150,0.51%,2013-12-24,1392/10/03
29420,29420,29560,29560,110,0.37%,2013-12-22,1392/10/01
29460,29410,29460,29450,-,-,2013-12-21,1392/09/30
29480,29440,29480,29450,40,0.14%,2013-12-19,1392/09/28
29460,29430,29490,29490,50,0.17%,2013-12-18,1392/09/27
29440,29420,29470,29440,30,0.10%,2013-12-17,1392/09/26
29510,29470,29510,29470,50,0.17%,2013-12-16,1392/09/25
29600,29520,29600,29520,40,0.14%,2013-12-15,1392/09/24
29350,29350,29560,29560,210,0.72%,2013-12-14,1392/09/23
29370,29350,29370,29350,40,0.14%,2013-12-12,1392/09/21
29480,29380,29480,29390,90,0.31%,2013-12-11,1392/09/20
29450,29440,29480,29480,60,0.20%,2013-12-10,1392/09/19
29480,29420,29490,29420,40,0.14%,2013-12-09,1392/09/18
29450,29400,29480,29460,20,0.07%,2013-12-08,1392/09/17
29500,29470,29520,29480,40,0.14%,2013-12-07,1392/09/16
29580,29520,29580,29520,30,0.10%,2013-12-05,1392/09/14
29470,29470,29560,29550,100,0.34%,2013-12-04,1392/09/13
29460,29400,29480,29450,80,0.27%,2013-12-03,1392/09/12
29600,29530,29600,29530,-,-,2013-12-02,1392/09/11
29600,29530,29600,29530,70,0.24%,2013-12-01,1392/09/10
29530,29520,29620,29600,20,0.07%,2013-11-30,1392/09/09
29830,29600,29830,29620,280,0.95%,2013-11-28,1392/09/07
29650,29600,29950,29900,150,0.50%,2013-11-27,1392/09/06
29320,29200,29800,29750,600,2.06%,2013-11-26,1392/09/05
29000,28900,29150,29150,250,0.86%,2013-11-25,1392/09/04
29850,29250,29850,29400,650,2.21%,2013-11-24,1392/09/03
30050,30000,30050,30050,50,0.17%,2013-11-23,1392/09/02
30100,30050,30100,30100,50,0.17%,2013-11-21,1392/08/30
30070,30050,30120,30050,20,0.07%,2013-11-20,1392/08/29
29950,29950,30070,30070,40,0.13%,2013-11-19,1392/08/28
30080,29980,30080,30030,70,0.23%,2013-11-18,1392/08/27
30120,30050,30120,30100,30,0.10%,2013-11-17,1392/08/26
30180,30130,30200,30130,50,0.17%,2013-11-16,1392/08/25
30130,30130,30180,30180,30,0.10%,2013-11-12,1392/08/21
30150,30120,30180,30150,100,0.33%,2013-11-11,1392/08/20
30050,30050,30250,30250,300,1%,2013-11-10,1392/08/19
30100,29950,30100,29950,200,0.67%,2013-11-09,1392/08/18
30150,30150,30150,30150,30,0.10%,2013-11-07,1392/08/16
30200,30150,30200,30180,80,0.27%,2013-11-06,1392/08/15
30250,30100,30250,30100,200,0.66%,2013-11-05,1392/08/14
30350,30300,30350,30300,100,0.33%,2013-11-04,1392/08/13
30200,30200,30400,30400,280,0.93%,2013-11-03,1392/08/12
30150,30070,30150,30120,70,0.23%,2013-11-02,1392/08/11
30050,30050,30050,30050,-,-,2013-10-31,1392/08/09
30100,30050,30100,30050,100,0.33%,2013-10-30,1392/08/08
30050,30050,30150,30150,50,0.17%,2013-10-29,1392/08/07
30050,30050,30100,30100,-,-,2013-10-28,1392/08/06
30150,30050,30150,30100,50,0.17%,2013-10-27,1392/08/05
30150,30100,30150,30150,50,0.17%,2013-10-26,1392/08/04
30100,30050,30150,30100,-,-,2013-10-23,1392/08/01
30050,30000,30100,30100,150,0.50%,2013-10-22,1392/07/30
30050,29950,30100,29950,200,0.67%,2013-10-21,1392/07/29
30150,30100,30200,30150,50,0.17%,2013-10-20,1392/07/28
30400,30200,30400,30200,250,0.83%,2013-10-19,1392/07/27
30450,30450,30450,30450,100,0.33%,2013-10-17,1392/07/25
30300,30250,30350,30350,-,-,2013-10-15,1392/07/23
30300,30150,30350,30350,200,0.66%,2013-10-14,1392/07/22
30400,30150,30400,30150,200,0.66%,2013-10-13,1392/07/21
30450,30350,30450,30350,50,0.16%,2013-10-12,1392/07/20
30400,30400,30450,30400,50,0.16%,2013-10-10,1392/07/18
30400,30350,30400,30350,150,0.49%,2013-10-09,1392/07/17
30450,30400,30500,30500,50,0.16%,2013-10-08,1392/07/16
30550,30350,30550,30450,100,0.33%,2013-10-07,1392/07/15
30800,30550,30800,30550,-,-,2013-10-06,1392/07/14
30300,30300,30600,30550,200,0.66%,2013-10-05,1392/07/13
30500,30350,30500,30350,200,0.66%,2013-10-03,1392/07/11
30700,30500,30700,30550,-,-,2013-10-02,1392/07/10
30500,30400,30550,30550,200,0.66%,2013-10-01,1392/07/09
30650,30250,30650,30350,300,0.99%,2013-09-30,1392/07/08
30700,30550,31000,30650,250,0.82%,2013-09-29,1392/07/07
30100,29750,30450,30400,100,0.33%,2013-09-28,1392/07/06
30800,30500,30800,30500,200,0.66%,2013-09-26,1392/07/04
29700,29700,31250,30700,1350,4.60%,2013-09-25,1392/07/03
29150,29150,29500,29350,-,-,2013-09-24,1392/07/02
29400,29250,29550,29350,50,0.17%,2013-09-23,1392/07/01
29300,29000,29500,29300,300,1.03%,2013-09-22,1392/06/31
30400,29000,30450,29000,1800,6.21%,2013-09-21,1392/06/30
30950,30800,31000,30800,-,-,2013-09-19,1392/06/28
30700,30700,30850,30800,200,0.65%,2013-09-18,1392/06/27
30900,30600,31050,30600,700,2.29%,2013-09-17,1392/06/26
31600,31200,31600,31300,400,1.28%,2013-09-16,1392/06/25
31800,31700,31800,31700,-,-,2013-09-15,1392/06/24
31750,31700,31800,31700,100,0.32%,2013-09-14,1392/06/23
31750,31650,31800,31800,-,-,2013-09-12,1392/06/21
31900,31750,32050,31800,200,0.63%,2013-09-11,1392/06/20
32750,32000,32750,32000,850,2.66%,2013-09-10,1392/06/19
32850,32800,32950,32850,50,0.15%,2013-09-09,1392/06/18
32700,32700,32900,32900,100,0.30%,2013-09-08,1392/06/17
33150,32800,33150,32800,400,1.22%,2013-09-07,1392/06/16
33050,33050,33200,33200,150,0.45%,2013-09-05,1392/06/14
32800,32800,33300,33050,350,1.07%,2013-09-04,1392/06/13
32450,32400,32700,32700,300,0.93%,2013-09-03,1392/06/12
32550,32350,32550,32400,300,0.93%,2013-09-01,1392/06/10
32300,32200,32700,32700,300,0.93%,2013-08-31,1392/06/09
32800,32200,32800,32400,600,1.85%,2013-08-29,1392/06/07
31800,31800,33000,33000,1250,3.94%,2013-08-28,1392/06/06
31250,31250,31800,31750,500,1.60%,2013-08-27,1392/06/05
31350,31150,31350,31250,50,0.16%,2013-08-26,1392/06/04
31300,31150,31300,31200,50,0.16%,2013-08-25,1392/06/03
31300,31150,31350,31250,50,0.16%,2013-08-24,1392/06/02
31000,30950,31200,31200,250,0.81%,2013-08-22,1392/05/31
30900,30800,31000,30950,50,0.16%,2013-08-21,1392/05/30
31450,31000,31450,31000,450,1.45%,2013-08-20,1392/05/29
31650,31450,31700,31450,130,0.41%,2013-08-19,1392/05/28
31650,31550,31650,31580,120,0.38%,2013-08-18,1392/05/27
31850,31600,31850,31700,300,0.95%,2013-08-17,1392/05/26
32000,32000,32050,32000,50,0.16%,2013-08-15,1392/05/24
31900,31800,31950,31950,-,-,2013-08-14,1392/05/23
32100,31900,32100,31950,300,0.94%,2013-08-13,1392/05/22
32300,32200,32400,32250,50,0.16%,2013-08-12,1392/05/21
32150,32150,32200,32200,50,0.16%,2013-08-11,1392/05/20
32300,32100,32350,32150,100,0.31%,2013-08-08,1392/05/17
32050,32050,32350,32250,350,1.10%,2013-08-07,1392/05/16
31900,31750,31950,31900,100,0.31%,2013-08-06,1392/05/15
32150,31900,32200,32000,400,1.25%,2013-08-05,1392/05/14
32650,32400,32800,32400,450,1.39%,2013-08-04,1392/05/13
32100,32050,32900,32850,1050,3.30%,2013-08-03,1392/05/12
31750,31750,31800,31800,100,0.32%,2013-08-01,1392/05/10
31750,31650,31750,31700,-,-,2013-07-31,1392/05/09
31700,31600,31750,31700,100,0.32%,2013-07-29,1392/05/07
31900,31700,31900,31800,100,0.32%,2013-07-28,1392/05/06
31500,31500,31700,31700,100,0.32%,2013-07-27,1392/05/05
31500,31500,31650,31600,50,0.16%,2013-07-25,1392/05/03
31300,31200,31650,31650,450,1.44%,2013-07-24,1392/05/02
31450,31150,31450,31200,400,1.28%,2013-07-23,1392/05/01
31850,31450,31850,31600,450,1.44%,2013-07-22,1392/04/31
30800,30700,31150,31150,150,0.48%,2013-07-21,1392/04/30
31200,30850,31200,31000,650,2.10%,2013-07-20,1392/04/29
32000,31650,32000,31650,500,1.58%,2013-07-18,1392/04/27
32500,32100,32500,32150,450,1.40%,2013-07-17,1392/04/26
32550,32550,32600,32600,-,-,2013-07-16,1392/04/25
32750,32550,32750,32600,100,0.31%,2013-07-15,1392/04/24
32700,32350,32700,32700,150,0.46%,2013-07-14,1392/04/23
33050,32850,33050,32850,300,0.91%,2013-07-13,1392/04/22
33300,33100,33300,33150,150,0.45%,2013-07-11,1392/04/20
33050,32900,33050,33000,100,0.30%,2013-07-10,1392/04/19
33150,32950,33150,33100,250,0.76%,2013-07-09,1392/04/18
33350,33300,33500,33350,400,1.21%,2013-07-08,1392/04/17
33200,32950,33200,32950,250,0.76%,2013-07-07,1392/04/16
33500,33200,33500,33200,450,1.36%,2013-07-06,1392/04/15
33550,33550,33650,33650,50,0.15%,2013-07-04,1392/04/13
33550,33400,33650,33600,100,0.30%,2013-07-03,1392/04/12
34000,33700,34000,33700,200,0.59%,2013-07-02,1392/04/11
34100,33750,34100,33900,400,1.19%,2013-07-01,1392/04/10
33600,33400,33600,33500,300,0.90%,2013-06-30,1392/04/09
33400,33150,33700,33200,400,1.20%,2013-06-29,1392/04/08
33700,33600,34000,33600,650,1.97%,2013-06-27,1392/04/06
32400,32400,33200,32950,150,0.46%,2013-06-26,1392/04/05
31200,31200,33100,33100,2200,7.12%,2013-06-25,1392/04/04
30700,29800,31500,30900,1100,3.56%,2013-06-23,1392/04/02
32900,32000,32900,32000,1000,3.13%,2013-06-22,1392/04/01
33500,32850,33500,33000,1000,3.03%,2013-06-20,1392/03/30
34400,33900,34400,34000,500,1.47%,2013-06-19,1392/03/29
35000,34500,35000,34500,50,0.14%,2013-06-18,1392/03/28
35000,34500,35000,34550,550,1.59%,2013-06-17,1392/03/27
34400,34400,35200,35100,300,0.86%,2013-06-16,1392/03/26
36000,34500,36000,34800,1500,4.31%,2013-06-15,1392/03/25
36350,36300,36350,36300,150,0.41%,2013-06-13,1392/03/23
35950,35950,36450,36450,600,1.67%,2013-06-12,1392/03/22
35950,35850,36000,35850,350,0.98%,2013-06-11,1392/03/21
36300,36200,36300,36200,100,0.28%,2013-06-10,1392/03/20
36650,36300,36650,36300,400,1.10%,2013-06-09,1392/03/19
36480,36480,36700,36700,350,0.96%,2013-06-08,1392/03/18
36320,36280,36350,36350,70,0.19%,2013-06-03,1392/03/13
36480,36280,36500,36280,170,0.47%,2013-06-02,1392/03/12
36180,36180,36520,36450,250,0.69%,2013-06-01,1392/03/11
36450,36150,36450,36200,380,1.05%,2013-05-30,1392/03/09
36900,36480,36900,36580,270,0.74%,2013-05-29,1392/03/08
36300,36300,36850,36850,570,1.57%,2013-05-28,1392/03/07
36100,36100,36280,36280,130,0.36%,2013-05-27,1392/03/06
35850,35850,36280,36150,450,1.26%,2013-05-26,1392/03/05
35500,35500,35800,35700,250,0.71%,2013-05-25,1392/03/04
35550,35400,35550,35450,200,0.56%,2013-05-23,1392/03/02
35600,35450,35700,35650,750,2.15%,2013-05-22,1392/03/01
35000,34900,35000,34900,200,0.58%,2013-05-21,1392/02/31
34550,34500,34750,34700,50,0.14%,2013-05-20,1392/02/30
34800,34750,34900,34750,300,0.86%,2013-05-19,1392/02/29
35160,35000,35160,35050,100,0.29%,2013-05-18,1392/02/28
35100,35100,35150,35150,100,0.29%,2013-05-16,1392/02/26
35000,34750,35050,35050,200,0.57%,2013-05-15,1392/02/25
