<OPEN>,<LOW>,<HIGH>,<CLOSE>,<amount>,<perc>,<DTYYYYMMDD>,<shamsi>
183500,183410,183610,183500,1400,0.77%,2020-06-18,1399/03/29
178850,178800,182110,182100,3300,1.85%,2020-06-16,1399/03/27
177530,177500,178910,178800,1200,0.68%,2020-06-15,1399/03/26
177600,177500,177610,177600,40,0.02%,2020-06-14,1399/03/25
177550,177500,177610,177560,60,0.03%,2020-06-13,1399/03/24
177500,177500,177610,177500,5000,2.90%,2020-06-11,1399/03/22
169350,169300,172610,172500,3200,1.89%,2020-06-10,1399/03/21
169360,169300,169410,169300,90,0.05%,2020-06-09,1399/03/20
169300,169300,169410,169390,50,0.03%,2020-06-08,1399/03/19
169800,169300,169800,169340,490,0.29%,2020-06-07,1399/03/18
170800,169800,170810,169830,870,0.51%,2020-06-06,1399/03/17
170700,170700,170810,170700,70,0.04%,2020-06-02,1399/03/13
171080,170700,171110,170770,230,0.13%,2020-06-01,1399/03/12
171000,171000,171110,171000,40,0.02%,2020-05-31,1399/03/11
170500,170500,171110,171040,430,0.25%,2020-05-30,1399/03/10
170580,170500,170610,170610,970,0.57%,2020-05-28,1399/03/08
173100,171500,173110,171580,1420,0.83%,2020-05-27,1399/03/07
173040,173000,173110,173000,-,-,2020-05-26,1399/03/06
173020,173000,173110,173000,50,0.03%,2020-05-23,1399/03/03
173000,173000,173110,173050,50,0.03%,2020-05-21,1399/03/01
171550,171500,173110,173100,1600,0.93%,2020-05-20,1399/02/31
172040,171500,172110,171500,500,0.29%,2020-05-19,1399/02/30
170200,170200,172110,172000,1690,0.99%,2020-05-18,1399/02/29
168050,168000,170310,170310,2310,1.38%,2020-05-17,1399/02/28
168500,168000,168610,168000,540,0.32%,2020-05-16,1399/02/27
168550,168500,168610,168540,70,0.04%,2020-05-14,1399/02/25
166020,166000,168610,168610,2610,1.57%,2020-05-13,1399/02/24
165060,165000,166110,166000,1000,0.61%,2020-05-12,1399/02/23
162080,162000,165110,165000,2900,1.79%,2020-05-11,1399/02/22
158000,158000,162110,162100,4060,2.57%,2020-05-10,1399/02/21
157050,157000,158110,158040,1040,0.66%,2020-05-09,1399/02/20
157000,157000,157110,157000,110,0.07%,2020-05-07,1399/02/18
156110,156000,157110,157110,1110,0.71%,2020-05-06,1399/02/17
156100,156000,156110,156000,70,0.04%,2020-05-05,1399/02/16
156080,156000,156110,156070,70,0.04%,2020-05-04,1399/02/15
156080,156000,156110,156000,50,0.03%,2020-05-03,1399/02/14
156030,156000,156110,156050,50,0.03%,2020-05-02,1399/02/13
156100,156000,156110,156000,500,0.32%,2020-04-30,1399/02/11
155520,155500,155610,155500,-,-,2020-04-29,1399/02/10
156060,155500,156110,155500,500,0.32%,2020-04-28,1399/02/09
156000,156000,156110,156000,100,0.06%,2020-04-27,1399/02/08
155090,155000,156110,156100,1100,0.71%,2020-04-26,1399/02/07
155000,155000,155110,155000,30,0.02%,2020-04-25,1399/02/06
155040,155000,155110,155030,30,0.02%,2020-04-23,1399/02/04
153530,153500,155110,155000,1500,0.98%,2020-04-22,1399/02/03
152580,152500,153610,153500,940,0.62%,2020-04-21,1399/02/02
152500,152500,152610,152560,30,0.02%,2020-04-20,1399/02/01
153560,152500,153610,152590,910,0.60%,2020-04-19,1399/01/31
155030,153500,155110,153500,1500,0.98%,2020-04-18,1399/01/30
155000,155000,155110,155000,1080,0.70%,2020-04-16,1399/01/28
156030,156000,156110,156080,80,0.05%,2020-04-15,1399/01/27
156030,156000,156110,156000,-,-,2020-04-14,1399/01/26
156040,155990,156110,156000,10,0.01%,2020-04-13,1399/01/25
155990,155990,156100,155990,50,0.03%,2020-04-12,1399/01/24
156010,155990,156100,156040,50,0.03%,2020-04-11,1399/01/23
157060,155990,157100,156090,900,0.58%,2020-04-08,1399/01/20
157100,156990,157100,156990,-,-,2020-04-07,1399/01/19
158010,156990,158100,156990,1040,0.66%,2020-04-06,1399/01/18
157970,157950,158100,158030,80,0.05%,2020-04-05,1399/01/17
149050,148950,159050,157950,8990,6.04%,2020-04-04,1399/01/16
148980,148950,149050,148960,70,0.05%,2020-04-02,1399/01/14
157540,148950,157550,149030,8420,5.65%,2020-03-18,1398/12/28
156520,156450,157550,157450,900,0.57%,2020-03-17,1398/12/27
147970,147950,156550,156550,8520,5.76%,2020-03-16,1398/12/26
147980,147950,148050,148030,20,0.01%,2020-03-15,1398/12/25
148470,147000,148550,148050,460,0.31%,2020-03-14,1398/12/24
148460,148450,148550,148510,40,0.03%,2020-03-12,1398/12/22
148500,148450,148550,148550,2500,1.68%,2020-03-11,1398/12/21
150950,150950,151050,151050,980,0.65%,2020-03-10,1398/12/20
152000,151950,152050,152030,2070,1.38%,2020-03-09,1398/12/19
149970,149950,150050,149960,10,0.01%,2020-03-07,1398/12/17
152500,149950,152550,149950,3840,2.56%,2020-03-05,1398/12/15
153790,153750,153850,153790,440,0.29%,2020-03-04,1398/12/14
153730,153210,153810,153350,2080,1.36%,2020-03-03,1398/12/13
155510,155410,155510,155430,3920,2.59%,2020-03-02,1398/12/12
150510,150410,151510,151510,2530,1.70%,2020-03-01,1398/12/11
156970,148910,157010,148980,8030,5.39%,2020-02-29,1398/12/10
156990,156910,157010,157010,1100,0.71%,2020-02-27,1398/12/08
147940,147910,156010,155910,7900,5.34%,2020-02-26,1398/12/07
147060,146910,148010,148010,1020,0.69%,2020-02-25,1398/12/06
147490,146990,147580,146990,560,0.38%,2020-02-24,1398/12/05
145370,145290,147580,147550,2260,1.56%,2020-02-23,1398/12/04
141990,141990,145380,145290,3260,2.30%,2020-02-22,1398/12/03
142040,141990,142080,142030,40,0.03%,2020-02-20,1398/12/01
142010,141990,142080,141990,-,-,2020-02-19,1398/11/30
139490,139490,142080,141990,2450,1.76%,2020-02-18,1398/11/29
139040,138990,139990,139540,550,0.40%,2020-02-17,1398/11/28
138560,138490,139080,138990,500,0.36%,2020-02-16,1398/11/27
138510,138490,138580,138490,-,-,2020-02-15,1398/11/26
138500,138490,138580,138490,1470,1.07%,2020-02-13,1398/11/24
136000,136000,137090,137020,980,0.72%,2020-02-12,1398/11/23
135040,135000,137080,136040,1010,0.75%,2020-02-10,1398/11/21
135020,135000,135090,135030,50,0.04%,2020-02-09,1398/11/20
135000,135000,135090,135080,20,0.01%,2020-02-08,1398/11/19
135070,135000,135090,135060,560,0.42%,2020-02-06,1398/11/17
134560,134500,134590,134500,200,0.15%,2020-02-05,1398/11/16
133830,133800,134390,134300,410,0.31%,2020-02-04,1398/11/15
133860,133800,133890,133890,140,0.10%,2020-02-03,1398/11/14
134700,134000,134700,134030,750,0.56%,2020-02-02,1398/11/13
134500,134500,135090,134780,240,0.18%,2020-02-01,1398/11/12
134530,134500,134590,134540,520,0.39%,2020-01-30,1398/11/10
134000,134000,134090,134020,50,0.04%,2020-01-28,1398/11/08
134060,134000,134090,134070,70,0.05%,2020-01-27,1398/11/07
133590,133500,134090,134000,500,0.37%,2020-01-26,1398/11/06
130090,130000,133590,133500,3500,2.69%,2020-01-25,1398/11/05
130000,129500,130090,130000,500,0.39%,2020-01-23,1398/11/03
129590,129500,129590,129500,30,0.02%,2020-01-22,1398/11/02
129520,129500,129590,129530,10,0.01%,2020-01-21,1398/11/01
130060,129500,130090,129540,460,0.36%,2020-01-20,1398/10/30
130580,130000,130590,130000,500,0.38%,2020-01-19,1398/10/29
131040,130500,131090,130500,500,0.38%,2020-01-18,1398/10/28
131050,131000,131090,131000,70,0.05%,2020-01-16,1398/10/26
130050,130000,131090,131070,1040,0.80%,2020-01-15,1398/10/25
130240,130000,130290,130030,170,0.13%,2020-01-14,1398/10/24
130550,130200,130590,130200,300,0.23%,2020-01-13,1398/10/23
130500,130500,130590,130500,30,0.02%,2020-01-12,1398/10/22
132050,130500,132090,130530,1560,1.20%,2020-01-11,1398/10/21
132000,132000,132090,132090,1760,1.33%,2020-01-09,1398/10/19
133890,133800,133890,133850,30,0.02%,2020-01-08,1398/10/18
133300,133300,133890,133820,480,0.36%,2020-01-07,1398/10/17
133360,133300,133390,133340,40,0.03%,2020-01-06,1398/10/16
133340,133300,133390,133300,-,-,2020-01-05,1398/10/15
129550,129500,133890,133300,3800,2.93%,2020-01-04,1398/10/14
129500,129500,129590,129500,90,0.07%,2020-01-02,1398/10/12
129530,129500,129590,129590,90,0.07%,2020-01-01,1398/10/11
129550,129500,129590,129500,-,-,2019-12-31,1398/10/10
129500,129500,129590,129500,80,0.06%,2019-12-30,1398/10/09
129790,129500,129790,129580,160,0.12%,2019-12-29,1398/10/08
129780,129700,129790,129740,20,0.02%,2019-12-28,1398/10/07
129770,129700,129790,129760,60,0.05%,2019-12-26,1398/10/05
129800,129700,129890,129700,180,0.14%,2019-12-25,1398/10/04
129800,129800,129890,129880,10,0.01%,2019-12-24,1398/10/03
129800,129800,129890,129890,20,0.02%,2019-12-23,1398/10/02
129450,129400,129890,129870,470,0.36%,2019-12-22,1398/10/01
128500,128500,129490,129400,810,0.63%,2019-12-21,1398/09/30
128500,128500,128590,128590,430,0.33%,2019-12-19,1398/09/28
127970,127940,129090,129020,1040,0.81%,2019-12-18,1398/09/27
126980,126940,128070,127980,1020,0.80%,2019-12-17,1398/09/26
125470,125440,128070,126960,1440,1.15%,2019-12-16,1398/09/25
126940,125440,127070,125520,1450,1.16%,2019-12-15,1398/09/24
128540,126940,128570,126970,2040,1.61%,2019-12-14,1398/09/23
129480,128900,129550,129010,2030,1.57%,2019-12-12,1398/09/21
133940,130900,134050,131040,7440,5.68%,2019-12-11,1398/09/20
135510,135400,139050,138480,2950,2.18%,2019-12-10,1398/09/19
129540,129400,135550,135530,6100,4.71%,2019-12-09,1398/09/18
130510,128400,130550,129430,490,0.38%,2019-12-08,1398/09/17
127040,126900,129050,128940,1930,1.52%,2019-12-07,1398/09/16
126910,126900,127050,127010,70,0.06%,2019-12-05,1398/09/14
124930,124900,127070,126940,1970,1.58%,2019-12-04,1398/09/13
124950,124900,125070,124970,440,0.35%,2019-12-03,1398/09/12
125460,125400,125570,125410,1490,1.20%,2019-12-02,1398/09/11
125570,123900,125570,123920,1560,1.26%,2019-12-01,1398/09/10
123960,123900,125570,125480,1460,1.18%,2019-11-30,1398/09/09
123930,123890,124070,124020,1560,1.27%,2019-11-28,1398/09/07
122510,122380,122550,122460,1050,0.86%,2019-11-27,1398/09/06
120520,120520,123550,123510,2980,2.47%,2019-11-26,1398/09/05
119030,118880,120550,120530,1570,1.32%,2019-11-25,1398/09/04
118050,117880,119050,118960,1000,0.85%,2019-11-24,1398/09/03
118050,117880,118050,117960,20,0.02%,2019-11-23,1398/09/02
118500,117880,118550,117940,980,0.83%,2019-11-21,1398/08/30
119490,118880,119550,118920,490,0.41%,2019-11-20,1398/08/29
120940,119380,121050,119410,2090,1.75%,2019-11-19,1398/08/28
118900,118880,123500,121500,2470,2.08%,2019-11-18,1398/08/27
118980,118880,119050,119030,10,0.01%,2019-11-17,1398/08/26
114920,114920,119050,119020,4050,3.52%,2019-11-16,1398/08/25
114940,114880,115050,114970,490,0.43%,2019-11-14,1398/08/23
114530,114380,114550,114480,100,0.09%,2019-11-13,1398/08/22
114030,113880,114550,114380,400,0.35%,2019-11-12,1398/08/21
113540,113540,114050,113980,470,0.41%,2019-11-11,1398/08/20
113520,113380,113550,113510,20,0.02%,2019-11-10,1398/08/19
113470,113380,113550,113530,150,0.13%,2019-11-09,1398/08/18
113490,113380,113550,113380,480,0.43%,2019-11-07,1398/08/16
112900,112880,113050,112900,130,0.12%,2019-11-05,1398/08/14
112540,112380,113050,113030,510,0.45%,2019-11-04,1398/08/13
112520,112380,112550,112520,80,0.07%,2019-11-03,1398/08/12
111440,111380,112550,112440,920,0.82%,2019-11-02,1398/08/11
111520,111380,111550,111520,60,0.05%,2019-10-31,1398/08/09
111520,111380,111550,111460,50,0.04%,2019-10-30,1398/08/08
111470,111380,111550,111410,30,0.03%,2019-10-28,1398/08/06
112030,111380,112050,111380,670,0.60%,2019-10-26,1398/08/04
112050,111880,112050,112050,500,0.45%,2019-10-24,1398/08/02
113110,111590,113530,112550,50,0.04%,2019-10-23,1398/08/01
113400,112590,113540,112600,940,0.83%,2019-10-22,1398/07/30
113960,113390,114040,113540,350,0.31%,2019-10-21,1398/07/29
113930,113890,114040,113890,130,0.11%,2019-10-20,1398/07/28
113900,113890,114040,114020,60,0.05%,2019-10-17,1398/07/25
113520,113390,114040,113960,430,0.38%,2019-10-16,1398/07/24
113530,113390,113540,113530,30,0.03%,2019-10-15,1398/07/23
113980,113390,114040,113500,500,0.44%,2019-10-14,1398/07/22
113970,113890,114090,114000,70,0.06%,2019-10-13,1398/07/21
114040,113890,114090,114070,50,0.04%,2019-10-12,1398/07/20
113980,113890,114090,114020,70,0.06%,2019-10-10,1398/07/18
113940,113890,114090,113950,20,0.02%,2019-10-09,1398/07/17
113910,113890,114000,113930,70,0.06%,2019-10-08,1398/07/16
114000,113890,114000,114000,30,0.03%,2019-10-07,1398/07/15
114500,113890,114500,113970,480,0.42%,2019-10-06,1398/07/14
114500,114390,114500,114450,20,0.02%,2019-10-05,1398/07/13
114460,114390,114500,114430,430,0.38%,2019-10-03,1398/07/11
114500,113890,114500,114000,410,0.36%,2019-10-02,1398/07/10
114960,114390,115000,114410,590,0.52%,2019-10-01,1398/07/09
115000,114890,115000,115000,500,0.44%,2019-09-30,1398/07/08
114390,114390,114500,114500,-,-,2019-09-29,1398/07/07
113400,113390,114500,114500,1000,0.88%,2019-09-28,1398/07/06
113480,113390,113500,113500,30,0.03%,2019-09-26,1398/07/04
113460,113390,113500,113470,30,0.03%,2019-09-25,1398/07/03
113500,113390,113500,113500,40,0.04%,2019-09-24,1398/07/02
114000,113390,114000,113460,480,0.42%,2019-09-23,1398/07/01
114390,113890,114500,113940,560,0.49%,2019-09-22,1398/06/31
114410,114390,114500,114500,-,-,2019-09-21,1398/06/30
114500,114390,114500,114500,500,0.44%,2019-09-19,1398/06/28
113910,113890,114000,114000,-,-,2019-09-18,1398/06/27
113450,113000,114500,114000,500,0.44%,2019-09-17,1398/06/26
113500,113390,113500,113500,520,0.46%,2019-09-16,1398/06/25
113960,112890,114000,112980,1020,0.90%,2019-09-15,1398/06/24
114450,113940,114500,114000,440,0.39%,2019-09-14,1398/06/23
115000,114440,115000,114440,1530,1.34%,2019-09-12,1398/06/21
115900,115890,116140,115970,30,0.03%,2019-09-11,1398/06/20
113960,113890,116000,116000,2110,1.85%,2019-09-08,1398/06/17
113960,113890,114000,113890,110,0.10%,2019-09-07,1398/06/16
114000,113890,114000,114000,580,0.51%,2019-09-05,1398/06/14
113960,113390,113960,113420,580,0.51%,2019-09-04,1398/06/13
113930,113890,114000,114000,1520,1.35%,2019-09-03,1398/06/12
113920,112390,114000,112480,1520,1.35%,2019-09-02,1398/06/11
113420,113390,114500,114000,530,0.47%,2019-09-01,1398/06/10
111940,111890,113500,113470,1470,1.31%,2019-08-31,1398/06/09
111890,111890,112000,112000,50,0.04%,2019-08-29,1398/06/07
110980,110900,112000,111950,950,0.86%,2019-08-28,1398/06/06
111980,109890,112000,111000,920,0.83%,2019-08-27,1398/06/05
114420,111890,114500,111920,2580,2.31%,2019-08-26,1398/06/04
116000,114390,116000,114500,1400,1.22%,2019-08-25,1398/06/03
116430,115890,116500,115900,100,0.09%,2019-08-24,1398/06/02
116500,115890,116500,116000,420,0.36%,2019-08-22,1398/05/31
117000,116390,117000,116420,540,0.46%,2019-08-21,1398/05/30
117500,116890,117500,116960,460,0.39%,2019-08-19,1398/05/28
116920,116890,117500,117420,420,0.36%,2019-08-18,1398/05/27
116970,116890,117000,117000,-,-,2019-08-17,1398/05/26
116930,116890,117000,117000,-,-,2019-08-15,1398/05/24
116940,116890,117000,117000,90,0.08%,2019-08-14,1398/05/23
116940,116890,117000,116910,90,0.08%,2019-08-13,1398/05/22
116910,116890,117000,117000,-,-,2019-08-12,1398/05/21
117920,116890,118000,117000,1000,0.85%,2019-08-11,1398/05/20
118480,117890,118500,118000,400,0.34%,2019-08-10,1398/05/19
118430,118390,118500,118400,540,0.46%,2019-08-08,1398/05/17
119460,118890,119500,118940,480,0.40%,2019-08-07,1398/05/16
119000,118890,119500,119420,510,0.43%,2019-08-06,1398/05/15
118910,118890,119000,118910,90,0.08%,2019-08-05,1398/05/14
119500,118890,119500,119000,910,0.76%,2019-08-04,1398/05/13
118910,118890,120000,119910,910,0.76%,2019-08-03,1398/05/12
119000,118890,119000,119000,430,0.36%,2019-08-01,1398/05/10
120400,119390,120500,119430,1070,0.90%,2019-07-31,1398/05/09
120480,120390,120500,120500,80,0.07%,2019-07-30,1398/05/08
121390,120390,121500,120420,1080,0.90%,2019-07-29,1398/05/07
120930,120890,122000,121500,560,0.46%,2019-07-28,1398/05/06
119470,119390,121000,120940,1440,1.21%,2019-07-27,1398/05/05
120000,119390,120000,119500,2430,2.03%,2019-07-25,1398/05/03
122890,121890,124000,121930,1070,0.88%,2019-07-24,1398/05/02
119980,119890,123000,123000,4000,3.36%,2019-07-23,1398/05/01
118950,118890,119000,119000,30,0.03%,2019-07-22,1398/04/31
116500,116390,119000,118970,2490,2.14%,2019-07-21,1398/04/30
114900,114890,117000,116480,1480,1.29%,2019-07-20,1398/04/29
114890,114890,115000,115000,1110,0.97%,2019-07-18,1398/04/27
119000,111890,119000,113890,5000,4.39%,2019-07-17,1398/04/26
120900,118890,121000,118890,2110,1.77%,2019-07-16,1398/04/25
124890,120890,125000,121000,4000,3.31%,2019-07-15,1398/04/24
125910,124890,126000,125000,1000,0.80%,2019-07-14,1398/04/23
126940,125890,127000,126000,1460,1.16%,2019-07-13,1398/04/22
127420,127390,127500,127460,20,0.02%,2019-07-11,1398/04/20
127480,127390,127500,127480,50,0.04%,2019-07-10,1398/04/19
128000,127390,128000,127430,480,0.38%,2019-07-09,1398/04/18
129000,127890,129000,127910,1070,0.84%,2019-07-08,1398/04/17
129440,128890,130000,128980,420,0.33%,2019-07-07,1398/04/16
127430,127390,129500,129400,1900,1.49%,2019-07-06,1398/04/15
127500,127390,127500,127500,50,0.04%,2019-07-04,1398/04/13
127940,127390,128000,127450,550,0.43%,2019-07-03,1398/04/12
126960,126890,128000,128000,1000,0.79%,2019-07-02,1398/04/11
128440,126890,128500,127000,1500,1.18%,2019-07-01,1398/04/10
129450,128390,129550,128500,1000,0.78%,2019-06-30,1398/04/09
129420,129390,129500,129500,100,0.08%,2019-06-27,1398/04/06
129500,129390,129500,129400,1600,1.24%,2019-06-26,1398/04/05
131930,130400,132000,131000,890,0.68%,2019-06-25,1398/04/04
129910,129890,132000,131890,1890,1.45%,2019-06-24,1398/04/03
129970,129890,130000,130000,-,-,2019-06-23,1398/04/02
131980,129890,132000,130000,2000,1.54%,2019-06-22,1398/04/01
132000,130890,132000,132000,1050,0.80%,2019-06-20,1398/03/30
131850,130840,132050,130950,1070,0.82%,2019-06-19,1398/03/29
133390,131840,133550,132020,1340,1.01%,2019-06-18,1398/03/28
134980,133340,135050,133360,1580,1.18%,2019-06-17,1398/03/27
129350,129340,135000,134940,5580,4.31%,2019-06-16,1398/03/26
129500,129340,129500,129360,360,0.28%,2019-06-15,1398/03/25
129000,128840,129000,129000,120,0.09%,2019-06-12,1398/03/22
130860,12850,131040,128880,430,0.33%,2019-06-11,1398/03/21
127000,127000,128640,128450,1480,1.17%,2019-06-10,1398/03/20
130910,126890,131020,126970,3930,3.10%,2019-06-09,1398/03/19
131870,130850,132040,130900,80,0.06%,2019-06-08,1398/03/18
132500,130870,132540,130980,1410,1.08%,2019-06-03,1398/03/13
135470,132370,135500,132390,3110,2.35%,2019-06-02,1398/03/12
135500,135340,135500,135500,130,0.10%,2019-06-01,1398/03/11
133970,133840,135500,135370,1370,1.02%,2019-05-30,1398/03/09
137360,132340,137500,134000,3500,2.61%,2019-05-29,1398/03/08
138000,137340,138000,137500,1000,0.73%,2019-05-28,1398/03/07
139700,138340,139700,138500,1070,0.77%,2019-05-26,1398/03/05
140340,139540,140500,139570,890,0.64%,2019-05-25,1398/03/04
139370,139340,140500,140460,960,0.69%,2019-05-23,1398/03/02
137500,137350,139500,139500,2030,1.48%,2019-05-22,1398/03/01
137460,137340,137500,137470,30,0.02%,2019-05-21,1398/02/31
144980,137340,145000,137500,7500,5.45%,2019-05-20,1398/02/30
145350,144840,146500,145000,500,0.34%,2019-05-19,1398/02/29
146410,145340,146500,145500,970,0.67%,2019-05-18,1398/02/28
148500,146340,148500,146470,1960,1.34%,2019-05-16,1398/02/26
148440,148340,149000,148430,70,0.05%,2019-05-15,1398/02/25
148500,148340,148500,148500,140,0.09%,2019-05-14,1398/02/24
146430,146340,148500,148360,1860,1.27%,2019-05-13,1398/02/23
149390,146340,149500,146500,3000,2.05%,2019-05-12,1398/02/22
153400,149340,153500,149500,4000,2.68%,2019-05-11,1398/02/21
149840,149740,153500,153500,3600,2.40%,2019-05-09,1398/02/19
149360,149360,149900,149900,420,0.28%,2019-05-08,1398/02/18
146950,146840,149500,149480,2480,1.69%,2019-05-07,1398/02/17
147500,146360,147500,147000,450,0.31%,2019-05-06,1398/02/16
144930,144840,149000,147450,2490,1.72%,2019-05-05,1398/02/15
142500,142340,145000,144960,2550,1.79%,2019-05-04,1398/02/14
142530,142340,142550,142410,90,0.06%,2019-05-02,1398/02/12
140530,140350,142550,142500,1980,1.41%,2019-05-01,1398/02/11
141550,140350,141600,140520,990,0.70%,2019-04-30,1398/02/10
141540,141350,142000,141510,40,0.03%,2019-04-29,1398/02/09
138580,138350,141600,141470,3010,2.17%,2019-04-28,1398/02/08
138140,138050,138900,138460,340,0.25%,2019-04-27,1398/02/07
137970,137850,138800,138120,130,0.09%,2019-04-25,1398/02/05
137930,137850,138100,137990,70,0.05%,2019-04-24,1398/02/04
137440,137350,139100,137920,320,0.23%,2019-04-23,1398/02/03
135590,135350,137600,137600,2140,1.58%,2019-04-22,1398/02/02
134870,134650,135600,135460,670,0.50%,2019-04-20,1398/01/31
133990,133900,134950,134790,780,0.58%,2019-04-18,1398/01/29
135480,133890,135500,134010,1420,1.06%,2019-04-17,1398/01/28
136870,134040,136900,135430,1470,1.09%,2019-04-16,1398/01/27
134450,134390,136900,136900,2400,1.78%,2019-04-15,1398/01/26
135900,134390,136000,134500,1500,1.12%,2019-04-14,1398/01/25
137400,129790,137400,136000,1310,0.96%,2019-04-13,1398/01/24
137380,137290,137400,137310,190,0.14%,2019-04-11,1398/01/22
141760,137390,141800,137500,4250,3.09%,2019-04-10,1398/01/21
136870,136790,141800,141750,4850,3.54%,2019-04-09,1398/01/20
133900,133890,136900,136900,2990,2.23%,2019-04-08,1398/01/19
131930,131890,138010,133910,2010,1.52%,2019-04-07,1398/01/18
131980,131890,132000,131900,100,0.08%,2019-04-06,1398/01/17
131890,131890,132000,132000,-,-,2019-04-04,1398/01/15
131940,131890,132000,132000,-,-,2019-03-31,1398/01/11
131980,131880,132100,132000,110,0.08%,2019-03-30,1398/01/10
129540,129380,133600,131890,2470,1.91%,2019-03-28,1398/01/08
129560,129400,129560,129420,90,0.07%,2019-03-27,1398/01/07
129490,129400,129560,129510,10,0.01%,2019-03-26,1398/01/06
129550,129410,129560,129520,580,0.45%,2019-03-25,1398/01/05
128950,128800,128960,128940,50,0.04%,2019-03-19,1397/12/28
128920,128800,128960,128890,60,0.05%,2019-03-18,1397/12/27
129930,128800,129960,128830,1020,0.79%,2019-03-17,1397/12/26
130840,129800,139560,129850,1170,0.90%,2019-03-16,1397/12/25
132040,130930,132050,131020,2470,1.92%,2019-03-14,1397/12/23
128490,128430,128550,128550,80,0.06%,2019-03-13,1397/12/22
128970,128430,129050,128470,580,0.45%,2019-03-12,1397/12/21
129440,128930,129550,129050,1370,1.06%,2019-03-11,1397/12/20
131460,130360,131570,130420,1090,0.84%,2019-03-10,1397/12/19
131890,131360,132070,131510,1140,0.87%,2019-03-09,1397/12/18
131560,130360,131570,130370,1170,0.90%,2019-03-07,1397/12/16
125950,125900,132550,131540,5560,4.41%,2019-03-06,1397/12/15
126020,125850,126100,125980,1090,0.87%,2019-03-05,1397/12/14
130040,126850,130040,127070,2790,2.20%,2019-03-04,1397/12/13
133000,129800,133000,129860,4640,3.57%,2019-03-03,1397/12/12
134500,134400,134500,134500,2500,1.89%,2019-03-02,1397/12/11
132000,132000,132000,132000,500,0.38%,2019-02-28,1397/12/09
132500,132500,132800,132500,500,0.38%,2019-02-27,1397/12/08
133500,133000,133500,133000,1500,1.13%,2019-02-26,1397/12/07
135500,134500,135500,134500,2000,1.49%,2019-02-25,1397/12/06
136500,136500,136500,136500,11500,9.20%,2019-02-24,1397/12/05
125000,125000,125000,125000,4700,3.76%,2019-02-23,1397/12/04
129600,129600,129700,129700,-,-,2019-02-21,1397/12/02
129900,122800,129900,129700,1700,1.33%,2019-02-20,1397/12/01
128000,127800,128000,128000,1000,0.78%,2019-02-19,1397/11/30
123600,123600,129000,129000,5500,4.45%,2019-02-18,1397/11/29
122500,122550,123600,123500,2500,2.07%,2019-02-17,1397/11/28
118400,118300,123000,121000,2500,2.11%,2019-02-16,1397/11/27
118500,118300,118500,118500,800,0.68%,2019-02-14,1397/11/25
119300,119100,119300,119300,300,0.25%,2019-02-13,1397/11/24
118000,118000,119000,119000,1900,1.62%,2019-02-12,1397/11/23
116500,116500,117200,117100,650,0.56%,2019-02-10,1397/11/21
116500,116450,116600,116450,2050,1.76%,2019-02-07,1397/11/18
118500,118200,118600,118500,1000,0.85%,2019-02-06,1397/11/17
118500,117300,118600,117500,1000,0.86%,2019-02-05,1397/11/16
114500,114400,116550,116500,6500,5.91%,2019-02-04,1397/11/15
110000,109700,110000,110000,3000,2.73%,2019-02-03,1397/11/14
115500,112700,115500,113000,5500,4.87%,2019-02-02,1397/11/13
119000,118350,119000,118500,950,0.80%,2019-01-31,1397/11/11
119500,119300,119600,119450,1150,0.97%,2019-01-30,1397/11/10
118900,117900,118900,118300,300,0.25%,2019-01-29,1397/11/09
118500,117800,118500,118000,100,0.08%,2019-01-28,1397/11/08
117900,117750,117950,117900,1400,1.20%,2019-01-27,1397/11/07
115100,115100,118500,116500,1500,1.30%,2019-01-26,1397/11/06
115100,115000,115100,115000,400,0.35%,2019-01-24,1397/11/04
115400,115200,115450,115400,1100,0.95%,2019-01-23,1397/11/03
116500,116250,116500,116500,200,0.17%,2019-01-22,1397/11/02
116500,116300,116500,116300,1800,1.57%,2019-01-21,1397/11/01
114400,114300,114500,114500,-,-,2019-01-20,1397/10/30
114500,114300,114550,114500,1400,1.22%,2019-01-19,1397/10/29
115900,115900,115900,115900,1400,1.22%,2019-01-17,1397/10/27
114500,114350,114600,114500,2000,1.78%,2019-01-16,1397/10/26
112500,112300,112650,112500,1500,1.33%,2019-01-15,1397/10/25
116000,114000,118000,114000,1000,0.88%,2019-01-13,1397/10/23
111000,110850,113500,113000,4100,3.76%,2019-01-12,1397/10/22
108900,108850,108900,108900,100,0.09%,2019-01-10,1397/10/20
108800,108600,109050,108800,200,0.18%,2019-01-09,1397/10/19
109000,108700,109000,109000,2000,1.87%,2019-01-08,1397/10/18
107000,106900,107100,107000,1500,1.42%,2019-01-07,1397/10/17
105450,104900,105600,105500,400,0.38%,2019-01-06,1397/10/16
105950,105500,106000,105900,100,0.09%,2019-01-05,1397/10/15
106000,105800,106000,106000,1500,1.44%,2019-01-03,1397/10/13
104900,104200,105000,104500,500,0.48%,2019-01-02,1397/10/12
107000,105000,107000,105000,3000,2.86%,2019-01-01,1397/10/11
108000,107900,108000,108000,1000,0.93%,2018-12-31,1397/10/10
106000,105500,108000,107000,4000,3.88%,2018-12-30,1397/10/09
105000,102800,105000,103000,4500,4.37%,2018-12-29,1397/10/08
111900,107500,111900,107500,4500,4.19%,2018-12-27,1397/10/06
