<OPEN>,<LOW>,<HIGH>,<CLOSE>,<amount>,<perc>,<DTYYYYMMDD>,<shamsi>
264690.00,263790.00,267640.00,266090.00,2750.00,1.04%,2021-08-10,1400/05/19
258990.00,258990.00,263940.00,263340.00,4250.00,1.64%,2021-08-09,1400/05/18
256340.00,256190.00,259940.00,259090.00,2200.00,0.86%,2021-08-08,1400/05/17
256290.00,252390.00,257440.00,256890.00,510.00,0.20%,2021-08-07,1400/05/16
254190.00,253990.00,257140.00,256380.00,190.00,0.07%,2021-08-06,1400/05/15
256490.00,255790.00,256740.00,256190.00,-,-,2021-08-04,1400/05/13
257250.00,254690.00,257340.00,256190.00,1100.00,0.43%,2021-08-03,1400/05/12
255790.00,255690.00,258140.00,257290.00,2100.00,0.82%,2021-08-02,1400/05/11
255690.00,254590.00,256640.00,255190.00,300.00,0.12%,2021-08-01,1400/05/10
257190.00,254290.00,257640.00,254890.00,2400.00,0.94%,2021-07-31,1400/05/09
260270.00,256990.00,260640.00,257290.00,1300.00,0.51%,2021-07-30,1400/05/08
255990.00,255990.00,255990.00,255990.00,-,-,2021-07-28,1400/05/06
251800.00,251690.00,256240.00,255990.00,4330.00,1.72%,2021-07-27,1400/05/05
250780.00,250690.00,252340.00,251660.00,1170.00,0.47%,2021-07-26,1400/05/04
248130.00,247890.00,251040.00,250490.00,2700.00,1.09%,2021-07-25,1400/05/03
247490.00,247490.00,249630.00,247790.00,700.00,0.28%,2021-07-24,1400/05/02
246190.00,246190.00,247340.00,247090.00,810.00,0.33%,2021-07-23,1400/05/01
246280.00,246280.00,246280.00,246280.00,-,-,2021-07-22,1400/04/31
246240.00,246190.00,246340.00,246280.00,1090.00,0.44%,2021-07-21,1400/04/30
245190.00,245190.00,245190.00,245190.00,-,-,2021-07-20,1400/04/29
244820.00,244790.00,245440.00,245190.00,550.00,0.22%,2021-07-19,1400/04/28
245600.00,244090.00,245640.00,244640.00,650.00,0.27%,2021-07-18,1400/04/27
246890.00,245190.00,247640.00,245290.00,2000.00,0.82%,2021-07-17,1400/04/26
247610.00,247190.00,248340.00,247290.00,300.00,0.12%,2021-07-16,1400/04/25
246990.00,246990.00,246990.00,246990.00,-,-,2021-07-15,1400/04/24
246190.00,246190.00,247940.00,246990.00,950.00,0.39%,2021-07-14,1400/04/23
247610.00,244990.00,247640.00,246040.00,1550.00,0.63%,2021-07-13,1400/04/22
249740.00,247090.00,249740.00,247590.00,2100.00,0.85%,2021-07-12,1400/04/21
250040.00,249290.00,250140.00,249690.00,300.00,0.12%,2021-07-11,1400/04/20
249210.00,248790.00,250140.00,249990.00,500.00,0.20%,2021-07-10,1400/04/19
250340.00,248190.00,250340.00,249490.00,700.00,0.28%,2021-07-09,1400/04/18
251070.00,249490.00,251140.00,250190.00,670.00,0.27%,2021-07-07,1400/04/16
250490.00,250010.00,251340.00,250860.00,230.00,0.09%,2021-07-06,1400/04/15
250990.00,250590.00,251640.00,251090.00,1370.00,0.55%,2021-07-05,1400/04/14
251220.00,249490.00,251340.00,249720.00,1790.00,0.72%,2021-07-04,1400/04/13
254490.00,251090.00,254640.00,251510.00,850.00,0.34%,2021-07-03,1400/04/12
251600.00,251390.00,253840.00,252360.00,850.00,0.34%,2021-07-02,1400/04/11
251510.00,251510.00,251510.00,251510.00,-,-,2021-07-01,1400/04/10
253290.00,250690.00,253440.00,251510.00,2490.00,0.99%,2021-06-30,1400/04/09
250020.00,249990.00,254130.00,254000.00,4350.00,1.74%,2021-06-29,1400/04/08
249000.00,248890.00,252040.00,249650.00,2530.00,1.02%,2021-06-28,1400/04/07
246360.00,246290.00,248640.00,247120.00,350.00,0.14%,2021-06-27,1400/04/06
243490.00,243490.00,246940.00,246770.00,2230.00,0.91%,2021-06-26,1400/04/05
244500.00,242290.00,245940.00,244540.00,2650.00,1.10%,2021-06-25,1400/04/04
241890.00,241890.00,241890.00,241890.00,-,-,2021-06-24,1400/04/03
241690.00,241190.00,242440.00,241890.00,100.00,0.04%,2021-06-23,1400/04/02
243310.00,240790.00,243340.00,241790.00,880.00,0.36%,2021-06-22,1400/04/01
241190.00,241190.00,243140.00,242670.00,1680.00,0.70%,2021-06-21,1400/03/31
239940.00,239190.00,241440.00,240990.00,1390.00,0.58%,2021-06-20,1400/03/30
234810.00,234690.00,240440.00,239600.00,4710.00,2.01%,2021-06-19,1400/03/29
244490.00,234690.00,244640.00,234890.00,9400.00,4%,2021-06-18,1400/03/28
244290.00,244290.00,244290.00,244290.00,-,-,2021-06-17,1400/03/27
242010.00,241950.00,244640.00,244290.00,2540.00,1.05%,2021-06-16,1400/03/26
240470.00,239450.00,242250.00,241750.00,1260.00,0.52%,2021-06-15,1400/03/25
239970.00,239950.00,240050.00,240490.00,770.00,0.32%,2021-06-14,1400/03/24
240970.00,238550.00,241050.00,239720.00,1310.00,0.55%,2021-06-13,1400/03/23
238970.00,238940.00,241250.00,241030.00,3280.00,1.38%,2021-06-12,1400/03/22
236830.00,236140.00,238350.00,237750.00,1480.00,0.62%,2021-06-11,1400/03/21
239230.00,239230.00,239230.00,239230.00,-,-,2021-06-10,1400/03/20
240010.00,239140.00,240450.00,239230.00,2210.00,0.92%,2021-06-09,1400/03/19
235480.00,235440.00,241550.00,241440.00,5950.00,2.53%,2021-06-08,1400/03/18
235890.00,234820.00,235960.00,235490.00,460.00,0.20%,2021-06-07,1400/03/17
234340.00,234240.00,235960.00,235950.00,1620.00,0.69%,2021-06-06,1400/03/16
234330.00,234330.00,234330.00,234330.00,-,-,2021-06-03,1400/03/13
234330.00,233900.00,234350.00,234330.00,90.00,0.04%,2021-06-02,1400/03/12
234060.00,228150.00,234360.00,234240.00,80.00,0.03%,2021-06-01,1400/03/11
238590.00,232950.00,238660.00,234060.00,4510.00,1.93%,2021-05-31,1400/03/10
234640.00,234550.00,238660.00,238570.00,3910.00,1.67%,2021-05-30,1400/03/09
226560.00,226460.00,234660.00,234660.00,-,-,2021-05-29,1400/03/08
226470.00,226470.00,226470.00,226470.00,5000.00,2.21%,2021-05-27,1400/03/06
225260.00,225170.00,231470.00,231470.00,6310.00,2.80%,2021-05-26,1400/03/05
224190.00,224100.00,225270.00,225160.00,1060.00,0.47%,2021-05-25,1400/03/04
224120.00,223150.00,224430.00,224100.00,10.00,-,2021-05-24,1400/03/03
223590.00,223490.00,225110.00,224110.00,600.00,0.27%,2021-05-23,1400/03/02
223440.00,223390.00,223990.00,223510.00,20.00,0.01%,2021-05-22,1400/03/01
222980.00,222930.00,223550.00,223490.00,490.00,0.22%,2021-05-21,1400/02/31
223000.00,223000.00,223000.00,223000.00,-,-,2021-05-20,1400/02/30
223990.00,222930.00,224020.00,223000.00,1210.00,0.55%,2021-05-19,1400/02/29
225270.00,221720.00,225380.00,221790.00,3550.00,1.60%,2021-05-18,1400/02/28
222240.00,222140.00,225380.00,225340.00,3150.00,1.42%,2021-05-17,1400/02/27
224160.00,222140.00,225270.00,222190.00,1950.00,0.88%,2021-05-16,1400/02/26
220520.00,220410.00,224160.00,224140.00,3640.00,1.65%,2021-05-15,1400/02/25
216130.00,216130.00,216130.00,216130.00,-,-,2021-05-13,1400/02/23
221860.00,219750.00,221950.00,219750.00,2100.00,0.96%,2021-05-12,1400/02/22
216080.00,216080.00,223410.00,221850.00,5720.00,2.65%,2021-05-11,1400/02/21
207240.00,207190.00,217040.00,216130.00,8870.00,4.28%,2021-05-09,1400/02/19
206450.00,206370.00,207300.00,207260.00,890.00,0.43%,2021-05-08,1400/02/18
206390.00,206370.00,206480.00,206370.00,110.00,0.05%,2021-05-07,1400/02/17
206480.00,206480.00,206480.00,206480.00,-,-,2021-05-06,1400/02/16
206440.00,206370.00,206480.00,206480.00,2970.00,1.44%,2021-05-05,1400/02/15
214080.00,206210.00,214080.00,209450.00,7860.00,3.75%,2021-05-04,1400/02/14
217340.00,217280.00,217370.00,217310.00,-,-,2021-05-03,1400/02/13
218430.00,217260.00,218490.00,217310.00,1070.00,0.49%,2021-05-02,1400/02/12
229110.00,218380.00,229130.00,218380.00,10720.00,4.91%,2021-05-01,1400/02/11
232340.00,229020.00,232420.00,229100.00,3210.00,1.40%,2021-04-30,1400/02/10
232310.00,232310.00,232310.00,232310.00,-,-,2021-04-29,1400/02/09
232410.00,232310.00,232420.00,232310.00,20.00,0.01%,2021-04-28,1400/02/08
232640.00,232310.00,232650.00,232330.00,280.00,0.12%,2021-04-27,1400/02/07
232770.00,232540.00,234090.00,232610.00,150.00,0.06%,2021-04-26,1400/02/06
233380.00,232750.00,233390.00,232760.00,630.00,0.27%,2021-04-25,1400/02/05
233280.00,233280.00,233390.00,233390.00,20.00,0.01%,2021-04-24,1400/02/04
233350.00,233280.00,233390.00,233370.00,70.00,0.03%,2021-04-23,1400/02/03
233300.00,233300.00,233300.00,233300.00,-,-,2021-04-22,1400/02/02
233750.00,233280.00,233750.00,233300.00,390.00,0.17%,2021-04-21,1400/02/01
233650.00,233640.00,233750.00,233690.00,50.00,0.02%,2021-04-20,1400/01/31
238190.00,233640.00,238280.00,233740.00,4430.00,1.90%,2021-04-19,1400/01/30
238830.00,238170.00,238860.00,238170.00,650.00,0.27%,2021-04-18,1400/01/29
239900.00,238750.00,240000.00,238820.00,1110.00,0.46%,2021-04-17,1400/01/28
239930.00,239860.00,240000.00,239930.00,60.00,0.03%,2021-04-16,1400/01/27
239870.00,239870.00,239870.00,239870.00,-,-,2021-04-15,1400/01/26
240920.00,239860.00,241010.00,239870.00,2480.00,1.03%,2021-04-14,1400/01/25
240800.00,240790.00,242390.00,242350.00,1450.00,0.60%,2021-04-13,1400/01/24
243020.00,240790.00,243060.00,240900.00,2060.00,0.86%,2021-04-12,1400/01/23
242920.00,242520.00,243740.00,242960.00,110.00,0.05%,2021-04-11,1400/01/22
241950.00,241860.00,243930.00,242850.00,970.00,0.40%,2021-04-10,1400/01/21
242890.00,241860.00,243570.00,241880.00,2780.00,1.15%,2021-04-09,1400/01/20
244660.00,244660.00,244660.00,244660.00,-,-,2021-04-08,1400/01/19
244730.00,244620.00,244730.00,244660.00,40.00,0.02%,2021-04-07,1400/01/18
247150.00,244620.00,247170.00,244620.00,2490.00,1.02%,2021-04-06,1400/01/17
244100.00,244010.00,247170.00,247110.00,3060.00,1.25%,2021-04-05,1400/01/16
242660.00,242630.00,245310.00,244050.00,1330.00,0.55%,2021-04-04,1400/01/15
244700.00,242630.00,244710.00,242720.00,1930.00,0.80%,2021-04-03,1400/01/14
252010.00,244600.00,252100.00,244650.00,7450.00,3.05%,2021-04-02,1400/01/13
252100.00,252100.00,252100.00,252100.00,-,-,2021-04-01,1400/01/12
252040.00,251990.00,252100.00,252100.00,60.00,0.02%,2021-03-31,1400/01/11
252550.00,251990.00,252550.00,252040.00,500.00,0.20%,2021-03-30,1400/01/10
252340.00,252240.00,257120.00,252540.00,210.00,0.08%,2021-03-29,1400/01/09
252330.00,252330.00,252330.00,252330.00,-,-,2021-03-28,1400/01/08
247510.00,247470.00,252350.00,252330.00,4770.00,1.93%,2021-03-27,1400/01/07
239640.00,239550.00,247580.00,247560.00,7930.00,3.31%,2021-03-26,1400/01/06
239645.00,239550.00,239660.00,239630.00,-,-,2021-03-19,1399/12/29
239630.00,239630.00,239630.00,239630.00,-,-,2021-03-18,1399/12/28
240410.00,239550.00,240430.00,239630.00,770.00,0.32%,2021-03-17,1399/12/27
240920.00,240320.00,240950.00,240400.00,490.00,0.20%,2021-03-16,1399/12/26
239200.00,239100.00,241380.00,240890.00,1720.00,0.72%,2021-03-15,1399/12/25
239200.00,239100.00,239210.00,239170.00,-,-,2021-03-14,1399/12/24
241810.00,239100.00,241880.00,239170.00,2600.00,1.09%,2021-03-13,1399/12/23
242400.00,241770.00,243850.00,241770.00,650.00,0.27%,2021-03-12,1399/12/22
242420.00,242420.00,242420.00,242420.00,-,-,2021-03-10,1399/12/20
242100.00,241240.00,242710.00,242420.00,350.00,0.14%,2021-03-09,1399/12/19
243240.00,241050.00,244280.00,242070.00,1140.00,0.47%,2021-03-08,1399/12/18
239960.00,239850.00,244610.00,243210.00,3310.00,1.38%,2021-03-07,1399/12/17
242800.00,239850.00,242810.00,239900.00,2810.00,1.17%,2021-03-06,1399/12/16
246580.00,242700.00,246770.00,242710.00,3900.00,1.61%,2021-03-05,1399/12/15
246610.00,246610.00,246610.00,246610.00,-,-,2021-03-04,1399/12/14
246700.00,246530.00,246790.00,246610.00,70.00,0.03%,2021-03-03,1399/12/13
244330.00,244330.00,247910.00,246680.00,2310.00,0.95%,2021-03-02,1399/12/12
247580.00,244280.00,247590.00,244370.00,3110.00,1.27%,2021-03-01,1399/12/11
247030.00,246960.00,249500.00,247480.00,430.00,0.17%,2021-02-28,1399/12/10
252430.00,246960.00,252440.00,247050.00,5350.00,2.17%,2021-02-27,1399/12/09
248150.00,248110.00,253720.00,252400.00,4190.00,1.69%,2021-02-26,1399/12/08
248210.00,248210.00,248210.00,248210.00,-,-,2021-02-24,1399/12/06
246510.00,246410.00,252520.00,248210.00,1790.00,0.73%,2021-02-23,1399/12/05
241810.00,241790.00,246520.00,246420.00,4540.00,1.88%,2021-02-22,1399/12/04
242510.00,241790.00,243750.00,241880.00,650.00,0.27%,2021-02-21,1399/12/03
249970.00,242400.00,250030.00,242530.00,7460.00,3.08%,2021-02-20,1399/12/02
251750.00,249920.00,252250.00,249990.00,1720.00,0.69%,2021-02-19,1399/12/01
251710.00,251710.00,251710.00,251710.00,-,-,2021-02-18,1399/11/30
251710.00,251640.00,253620.00,251710.00,40.00,0.02%,2021-02-17,1399/11/29
249780.00,249740.00,251850.00,251750.00,2010.00,0.80%,2021-02-16,1399/11/28
249820.00,249740.00,249850.00,249740.00,-,-,2021-02-15,1399/11/27
249780.00,249740.00,249850.00,249740.00,30.00,0.01%,2021-02-14,1399/11/26
249830.00,249740.00,249850.00,249770.00,40.00,0.02%,2021-02-13,1399/11/25
247040.00,246940.00,249850.00,249810.00,2850.00,1.15%,2021-02-12,1399/11/24
246960.00,246960.00,246960.00,246960.00,-,-,2021-02-11,1399/11/23
245960.00,245940.00,247050.00,246960.00,5930.00,2.46%,2021-02-10,1399/11/22
241030.00,241030.00,241030.00,241030.00,-,-,2021-02-09,1399/11/21
238970.00,238940.00,241050.00,241030.00,4090.00,1.73%,2021-02-08,1399/11/20
237050.00,236940.00,237050.00,236940.00,20.00,0.01%,2021-02-07,1399/11/19
237490.00,236940.00,237550.00,236960.00,590.00,0.25%,2021-02-06,1399/11/18
237520.00,237440.00,237550.00,237550.00,80.00,0.03%,2021-02-05,1399/11/17
237470.00,237470.00,237470.00,237470.00,-,-,2021-02-04,1399/11/16
237500.00,237440.00,237550.00,237470.00,190.00,0.08%,2021-02-03,1399/11/15
238680.00,237640.00,238750.00,237660.00,1050.00,0.44%,2021-02-02,1399/11/14
238650.00,238640.00,238750.00,238710.00,10.00,-,2021-02-01,1399/11/13
239170.00,238640.00,239170.00,238720.00,490.00,0.21%,2021-01-31,1399/11/12
237180.00,237140.00,239250.00,239210.00,2040.00,0.86%,2021-01-30,1399/11/11
232050.00,232040.00,237250.00,237170.00,5060.00,2.18%,2021-01-29,1399/11/10
232110.00,232110.00,232110.00,232110.00,-,-,2021-01-28,1399/11/09
234070.00,232040.00,234150.00,232110.00,2020.00,0.87%,2021-01-27,1399/11/08
229150.00,229140.00,234150.00,234130.00,4950.00,2.16%,2021-01-26,1399/11/07
229720.00,229140.00,229750.00,229180.00,480.00,0.21%,2021-01-25,1399/11/06
224250.00,224240.00,229750.00,229660.00,5320.00,2.37%,2021-01-24,1399/11/05
224340.00,224240.00,224350.00,224340.00,20.00,0.01%,2021-01-23,1399/11/04
226530.00,224240.00,226530.00,224320.00,2230.00,0.99%,2021-01-22,1399/11/03
226550.00,226550.00,226550.00,226550.00,-,-,2021-01-21,1399/11/02
226510.00,226440.00,226550.00,226550.00,970.00,0.43%,2021-01-20,1399/11/01
217940.00,217840.00,227550.00,227520.00,9570.00,4.39%,2021-01-19,1399/10/30
215900.00,203860.00,217950.00,217950.00,60.00,0.03%,2021-01-18,1399/10/29
229550.00,217900.00,229550.00,218010.00,11460.00,5.26%,2021-01-17,1399/10/28
229510.00,229440.00,229550.00,229470.00,-,-,2021-01-16,1399/10/27
239540.00,229440.00,239540.00,229470.00,10060.00,4.38%,2021-01-15,1399/10/26
239530.00,239530.00,239530.00,239530.00,-,-,2021-01-14,1399/10/25
242870.00,239440.00,242950.00,239530.00,5450.00,2.28%,2021-01-13,1399/10/24
248520.00,244940.00,248550.00,244980.00,3460.00,1.41%,2021-01-12,1399/10/23
248540.00,248440.00,248550.00,248440.00,50.00,0.02%,2021-01-11,1399/10/22
248450.00,248440.00,249550.00,248490.00,30.00,0.01%,2021-01-10,1399/10/21
248690.00,245840.00,248690.00,248520.00,140.00,0.06%,2021-01-09,1399/10/20
255550.00,248640.00,255550.00,248660.00,6850.00,2.75%,2021-01-08,1399/10/19
255510.00,255510.00,255510.00,255510.00,-,-,2021-01-07,1399/10/18
257530.00,255440.00,257550.00,255510.00,3030.00,1.19%,2021-01-06,1399/10/17
259030.00,258440.00,259050.00,258540.00,480.00,0.19%,2021-01-05,1399/10/16
257740.00,257640.00,259050.00,259020.00,1380.00,0.54%,2021-01-04,1399/10/15
255650.00,255640.00,257750.00,257640.00,1970.00,0.77%,2021-01-03,1399/10/14
256160.00,255640.00,256250.00,255670.00,520.00,0.20%,2021-01-02,1399/10/13
256990.00,256140.00,257050.00,256190.00,820.00,0.32%,2021-01-01,1399/10/12
257020.00,256940.00,257050.00,257010.00,30.00,0.01%,2020-12-30,1399/10/10
256980.00,256940.00,257050.00,257040.00,80.00,0.03%,2020-12-29,1399/10/09
257440.00,256940.00,257450.00,256960.00,400.00,0.16%,2020-12-28,1399/10/08
257350.00,257340.00,257450.00,257360.00,70.00,0.03%,2020-12-27,1399/10/07
257120.00,256840.00,257450.00,257430.00,320.00,0.12%,2020-12-26,1399/10/06
258570.00,257040.00,258650.00,257110.00,1510.00,0.59%,2020-12-25,1399/10/05
258620.00,258620.00,258620.00,258620.00,-,-,2020-12-24,1399/10/04
257810.00,257740.00,262050.00,258620.00,770.00,0.30%,2020-12-23,1399/10/03
255250.00,255140.00,257850.00,257850.00,2690.00,1.05%,2020-12-22,1399/10/02
254460.00,254440.00,255250.00,255160.00,690.00,0.27%,2020-12-21,1399/10/01
253940.00,252940.00,254550.00,254470.00,510.00,0.20%,2020-12-20,1399/09/30
255050.00,253940.00,255050.00,253960.00,1030.00,0.41%,2020-12-19,1399/09/29
257440.00,254940.00,257550.00,254990.00,3030.00,1.19%,2020-12-18,1399/09/28
258020.00,258020.00,258020.00,258020.00,-,-,2020-12-17,1399/09/27
258040.00,257940.00,258050.00,258020.00,10.00,-,2020-12-16,1399/09/26
258480.00,257940.00,259550.00,258030.00,510.00,0.20%,2020-12-15,1399/09/25
256960.00,256440.00,258550.00,258540.00,1590.00,0.62%,2020-12-14,1399/09/24
257980.00,256940.00,258050.00,256950.00,1090.00,0.42%,2020-12-13,1399/09/23
259960.00,257940.00,260050.00,258040.00,2010.00,0.78%,2020-12-12,1399/09/22
260750.00,259940.00,260750.00,260050.00,600.00,0.23%,2020-12-11,1399/09/21
260650.00,260650.00,260650.00,260650.00,-,-,2020-12-10,1399/09/20
261250.00,260640.00,261250.00,260650.00,880.00,0.34%,2020-12-09,1399/09/19
255970.00,255940.00,259850.00,259770.00,3830.00,1.50%,2020-12-08,1399/09/18
255980.00,255940.00,256050.00,255940.00,10.00,-,2020-12-07,1399/09/17
256010.00,255940.00,256050.00,255950.00,-,-,2020-12-06,1399/09/16
256950.00,255940.00,257050.00,255950.00,1070.00,0.42%,2020-12-05,1399/09/15
254710.00,254670.00,257050.00,257020.00,2340.00,0.92%,2020-12-04,1399/09/14
254730.00,254640.00,254770.00,254680.00,1550.00,0.61%,2020-12-02,1399/09/12
256190.00,256160.00,256270.00,256230.00,70.00,0.03%,2020-12-01,1399/09/11
250070.00,245160.00,256270.00,256160.00,6130.00,2.45%,2020-11-30,1399/09/10
245490.00,245460.00,253050.00,250030.00,4520.00,1.84%,2020-11-29,1399/09/09
247560.00,243950.00,247570.00,245510.00,2020.00,0.82%,2020-11-28,1399/09/08
247560.00,247460.00,247570.00,247530.00,40.00,0.02%,2020-11-27,1399/09/07
247570.00,247570.00,247570.00,247570.00,-,-,2020-11-26,1399/09/06
248500.00,247460.00,248570.00,247570.00,1930.00,0.78%,2020-11-25,1399/09/05
250490.00,249500.00,250570.00,249500.00,960.00,0.38%,2020-11-24,1399/09/04
255470.00,250450.00,255560.00,250460.00,4990.00,1.99%,2020-11-23,1399/09/03
256030.00,255450.00,256060.00,255450.00,920.00,0.36%,2020-11-22,1399/09/02
258470.00,254450.00,258560.00,254530.00,5020.00,1.97%,2020-11-21,1399/09/01
256250.00,256150.00,260560.00,259550.00,3350.00,1.31%,2020-11-20,1399/08/30
256200.00,256200.00,256200.00,256200.00,-,-,2020-11-19,1399/08/29
256170.00,256150.00,256260.00,256200.00,20.00,0.01%,2020-11-18,1399/08/28
259020.00,256150.00,259020.00,256220.00,2750.00,1.07%,2020-11-17,1399/08/27
258960.00,258950.00,262060.00,258970.00,10.00,-,2020-11-16,1399/08/26
260020.00,258950.00,260060.00,258980.00,1050.00,0.41%,2020-11-15,1399/08/25
267480.00,259950.00,267560.00,260030.00,7500.00,2.88%,2020-11-14,1399/08/24
268550.00,267450.00,269560.00,267530.00,990.00,0.37%,2020-11-13,1399/08/23
268520.00,268520.00,268520.00,268520.00,-,-,2020-11-12,1399/08/22
269530.00,268450.00,269560.00,268520.00,1470.00,0.55%,2020-11-11,1399/08/21
271040.00,269950.00,271060.00,269990.00,1000.00,0.37%,2020-11-10,1399/08/20
248030.00,247950.00,271060.00,270990.00,23000.00,9.27%,2020-11-09,1399/08/19
234950.00,234950.00,248060.00,247990.00,13000.00,5.53%,2020-11-08,1399/08/18
228900.00,228850.00,235060.00,234990.00,10000.00,4.26%,2020-11-07,1399/08/17
263450.00,244950.00,263450.00,244990.00,18560.00,7.58%,2020-11-06,1399/08/16
268460.00,263450.00,268560.00,263550.00,25720.00,9.76%,2020-11-04,1399/08/14
282370.00,282350.00,289360.00,289270.00,6850.00,2.43%,2020-11-03,1399/08/13
282420.00,282420.00,282420.00,282420.00,-,-,2020-11-02,1399/08/12
272020.00,271950.00,282460.00,282420.00,10360.00,3.81%,2020-11-01,1399/08/11
268670.00,266950.00,272060.00,272060.00,3340.00,1.24%,2020-10-31,1399/08/10
277260.00,268650.00,277260.00,268720.00,8780.00,3.27%,2020-10-30,1399/08/09
277500.00,277500.00,277500.00,277500.00,-,-,2020-10-29,1399/08/08
277460.00,277450.00,277560.00,277500.00,970.00,0.35%,2020-10-28,1399/08/07
282300.00,278450.00,282360.00,278470.00,3780.00,1.36%,2020-10-27,1399/08/06
279770.00,279750.00,285360.00,282250.00,2390.00,0.85%,2020-10-26,1399/08/05
289960.00,279750.00,289990.00,279860.00,10140.00,3.62%,2020-10-25,1399/08/04
290000.00,290000.00,290000.00,290000.00,-,-,2020-10-24,1399/08/03
293820.00,289950.00,293860.00,290000.00,3750.00,1.29%,2020-10-23,1399/08/02
293750.00,293750.00,293750.00,293750.00,-,-,2020-10-22,1399/08/01
292780.00,292750.00,294860.00,293750.00,5730.00,1.99%,2020-10-21,1399/07/30
275470.00,274450.00,290860.00,288020.00,12560.00,4.56%,2020-10-20,1399/07/29
308990.00,275450.00,309060.00,275460.00,33570.00,12.19%,2020-10-19,1399/07/28
318450.00,308950.00,318560.00,309030.00,9530.00,3.08%,2020-10-18,1399/07/27
317030.00,316950.00,320060.00,318560.00,1520.00,0.48%,2020-10-17,1399/07/26
317000.00,316950.00,317060.00,317040.00,2040.00,0.65%,2020-10-14,1399/07/23
312990.00,312950.00,315860.00,315000.00,1980.00,0.63%,2020-10-13,1399/07/22
304040.00,303950.00,315060.00,313020.00,9060.00,2.98%,2020-10-12,1399/07/21
311520.00,301950.00,311560.00,303960.00,7490.00,2.46%,2020-10-11,1399/07/20
299480.00,299450.00,311560.00,311450.00,11890.00,3.97%,2020-10-10,1399/07/19
291970.00,291950.00,299560.00,299560.00,7540.00,2.58%,2020-10-09,1399/07/18
292040.00,291960.00,292060.00,292020.00,-,-,2020-10-07,1399/07/16
291990.00,291950.00,292060.00,292020.00,20.00,0.01%,2020-10-06,1399/07/15
281970.00,281950.00,292060.00,292000.00,10010.00,3.55%,2020-10-05,1399/07/14
269960.00,269450.00,282060.00,281990.00,12040.00,4.46%,2020-10-04,1399/07/13
284550.00,269950.00,284560.00,269950.00,14540.00,5.39%,2020-10-03,1399/07/12
289030.00,284450.00,289060.00,284490.00,4550.00,1.60%,2020-10-02,1399/07/11
289040.00,289040.00,289040.00,289040.00,-,-,2020-10-01,1399/07/10
287990.00,287990.00,289060.00,289040.00,1520.00,0.53%,2020-09-30,1399/07/09
285040.00,284950.00,287560.00,287520.00,2500.00,0.88%,2020-09-29,1399/07/08
289450.00,284950.00,289560.00,285020.00,4450.00,1.56%,2020-09-28,1399/07/07
287060.00,286950.00,289560.00,289470.00,2470.00,0.86%,2020-09-27,1399/07/06
285020.00,284950.00,287060.00,287000.00,1940.00,0.68%,2020-09-26,1399/07/05
278030.00,277950.00,287560.00,285060.00,7090.00,2.55%,2020-09-25,1399/07/04
277970.00,277970.00,277970.00,277970.00,-,-,2020-09-24,1399/07/03
278000.00,277950.00,278060.00,277970.00,10.00,-,2020-09-23,1399/07/02
271990.00,271950.00,278060.00,277980.00,5950.00,2.19%,2020-09-22,1399/07/01
269480.00,269450.00,272060.00,272030.00,2580.00,0.96%,2020-09-21,1399/06/31
273060.00,268450.00,273060.00,269450.00,3530.00,1.31%,2020-09-20,1399/06/30
264500.00,264450.00,273060.00,272980.00,8500.00,3.21%,2020-09-19,1399/06/29
267990.00,264450.00,268060.00,264480.00,3490.00,1.32%,2020-09-18,1399/06/28
267970.00,267970.00,267970.00,267970.00,-,-,2020-09-17,1399/06/27
266020.00,265950.00,268560.00,267970.00,1990.00,0.75%,2020-09-16,1399/06/26
265980.00,265950.00,266060.00,265980.00,40.00,0.02%,2020-09-15,1399/06/25
235850.00,235810.00,266060.00,266020.00,30100.00,12.76%,2020-09-14,1399/06/24
234370.00,234310.00,235920.00,235920.00,1530.00,0.65%,2020-09-13,1399/06/23
231620.00,231510.00,234420.00,234390.00,2820.00,1.22%,2020-09-12,1399/06/22
228020.00,227910.00,231620.00,231570.00,3570.00,1.57%,2020-09-11,1399/06/21
228000.00,228000.00,228000.00,228000.00,-,-,2020-09-10,1399/06/20
227910.00,227910.00,228020.00,228000.00,510.00,0.22%,2020-09-09,1399/06/19
227460.00,227410.00,227520.00,227490.00,30.00,0.01%,2020-09-08,1399/06/18
225920.00,225910.00,227520.00,227520.00,1550.00,0.69%,2020-09-07,1399/06/17
225950.00,225910.00,226020.00,225970.00,50.00,0.02%,2020-09-06,1399/06/16
224450.00,224410.00,226020.00,226020.00,1500.00,0.67%,2020-09-05,1399/06/15
224450.00,224410.00,224520.00,224520.00,-,-,2020-09-04,1399/06/14
224520.00,224520.00,224520.00,224520.00,-,-,2020-09-03,1399/06/13
225020.00,224410.00,225020.00,224520.00,2440.00,1.09%,2020-09-02,1399/06/12
229020.00,226910.00,229020.00,226960.00,2040.00,0.90%,2020-09-01,1399/06/11
231430.00,228910.00,234020.00,229000.00,2520.00,1.10%,2020-08-31,1399/06/10
231020.00,230410.00,231520.00,231520.00,590.00,0.26%,2020-08-30,1399/06/09
230980.00,230910.00,231020.00,230930.00,90.00,0.04%,2020-08-29,1399/06/08
231020.00,231020.00,231020.00,231020.00,-,-,2020-08-27,1399/06/06
231020.00,230910.00,231020.00,231020.00,1060.00,0.46%,2020-08-26,1399/06/05
