<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Kian.Gold.ETF,20230409,141501.00,141999.00,140307.00,141059.00,211655335879,1500470,1676,D,142044.00,140731.00
Kian.Gold.ETF,20230408,142881.00,142881.00,141500.00,142044.00,245664494830,1729493,1979,D,142881.00,142500.00
Kian.Gold.ETF,20230405,141998.00,144750.00,141222.00,142881.00,499786061189,3497911,1850,D,137257.00,143580.00
Kian.Gold.ETF,20230404,139500.00,139500.00,136000.00,137257.00,478225987007,3484153,2410,D,144670.00,138850.00
Kian.Gold.ETF,20230403,148500.00,148500.00,142500.00,144670.00,425307225996,2939839,2832,D,145869.00,142832.00
Kian.Gold.ETF,20230329,144500.00,148200.00,143520.00,145869.00,829972908037,5689852,2859,D,142485.00,147999.00
Kian.Gold.ETF,20230328,141497.00,142949.00,141050.00,142485.00,139077515063,976087,1447,D,140071.00,142835.00
Kian.Gold.ETF,20230327,140990.00,141600.00,138859.00,140071.00,509579218136,3637994,1629,D,138305.00,141000.00
Kian.Gold.ETF,20230326,143555.00,143555.00,136128.00,138305.00,388981237420,2812491,2053,D,142282.00,138402.00
Kian.Gold.ETF,20230325,139300.00,143998.00,139300.00,142282.00,329330816027,2314631,2005,D,134068.00,143198.00
Kian.Gold.ETF,20230319,133500.00,136298.00,132255.00,134068.00,1159476386881,8648409,2604,D,130599.00,135101.00
Kian.Gold.ETF,20230318,130000.00,132400.00,127300.00,130599.00,501354939765,3838902,2448,D,124755.00,132197.00
Kian.Gold.ETF,20230315,125000.00,125550.00,122750.00,124755.00,457685111153,3668672,1924,D,121849.00,124450.00
Kian.Gold.ETF,20230314,118184.00,123999.00,118184.00,121849.00,391133661015,3209976,2186,D,114708.00,122700.00
Kian.Gold.ETF,20230313,114005.00,116000.00,113811.00,114708.00,620603890281,5410310,1782,D,112253.00,115521.00
Kian.Gold.ETF,20230312,108006.00,115501.00,108006.00,112253.00,1018871340160,9076571,3348,D,109929.00,113750.00
Kian.Gold.ETF,20230311,112500.00,112500.00,107707.00,109929.00,484865711817,4410725,2538,D,119572.00,107910.00
Kian.Gold.ETF,20230307,119000.00,123500.00,118200.00,119572.00,487263780666,4075070,2174,D,125168.00,120394.00
Kian.Gold.ETF,20230306,126061.00,126400.00,123000.00,125168.00,503579738628,4023229,2255,D,130746.00,123121.00
Kian.Gold.ETF,20230305,136000.00,136000.00,129141.00,130746.00,658353392602,5035374,2186,D,136569.00,129888.00
Kian.Gold.ETF,20230304,132000.00,140000.00,132000.00,136569.00,839184713300,6144767,2892,D,131826.00,138193.00
Kian.Gold.ETF,20230301,133555.00,133800.00,130013.00,131826.00,939113191366,7123859,2414,D,138457.00,131652.00
Kian.Gold.ETF,20230228,138500.00,140000.00,136200.00,138457.00,585024906511,4225320,2162,D,140822.00,139499.00
Kian.Gold.ETF,20230227,143500.00,145000.00,136001.00,140822.00,1439418803147,10221551,3805,D,146264.00,136017.00
Kian.Gold.ETF,20230226,147000.00,149000.00,140688.00,146264.00,1976517333414,13513313,5814,D,142719.00,142100.00
Kian.Gold.ETF,20230225,143000.00,146099.00,139112.00,142719.00,2683813026872,18804848,7370,D,133660.00,146000.00
Kian.Gold.ETF,20230222,133000.00,135720.00,131001.00,133660.00,1204265292014,9009948,3122,D,130870.00,134989.00
Kian.Gold.ETF,20230221,131500.00,133080.00,125590.00,130870.00,1096955550063,8382002,3212,D,134097.00,128300.00
Kian.Gold.ETF,20230220,136000.00,138797.00,130120.00,134097.00,1357421756500,10122652,4534,D,132323.00,133700.00
Kian.Gold.ETF,20230219,131000.00,134599.00,127400.00,132323.00,2288725173075,17296507,5522,D,123748.00,134488.00
Kian.Gold.ETF,20230215,122750.00,125195.00,121100.00,123748.00,1734075526713,14012931,3358,D,120408.00,125120.00
Kian.Gold.ETF,20230214,118850.00,121900.00,118500.00,120408.00,1532793714862,12729950,2809,D,118050.00,120900.00
Kian.Gold.ETF,20230213,117990.00,118990.00,117253.00,118050.00,558632132623,4732162,1759,D,115932.00,118890.00
Kian.Gold.ETF,20230212,116150.00,118650.00,114000.00,115932.00,1165302027592,10051561,3332,D,114265.00,117999.00
Kian.Gold.ETF,20230208,113358.00,114500.00,113358.00,114265.00,87484999743,765630,772,D,113916.00,114490.00
Kian.Gold.ETF,20230207,113500.00,114299.00,113000.00,113916.00,91734315492,805279,825,D,113828.00,114121.00
Kian.Gold.ETF,20230206,113020.00,114479.00,113000.00,113828.00,326083875855,2864695,1224,D,112553.00,114337.00
Kian.Gold.ETF,20230205,112500.00,112960.00,112100.00,112553.00,172358370717,1531353,1332,D,113657.00,112500.00
Kian.Gold.ETF,20230201,112900.00,114280.00,112510.00,113657.00,170794474237,1502724,1150,D,111241.00,113976.00
Kian.Gold.ETF,20230131,111777.00,112450.00,110501.00,111241.00,178270241963,1602555,1196,D,112905.00,112193.00
Kian.Gold.ETF,20230130,113000.00,113740.00,112150.00,112905.00,384842596879,3408546,1699,D,111771.00,112294.00
Kian.Gold.ETF,20230129,110000.00,113252.00,109519.00,111771.00,473391420586,4235381,2544,D,109095.00,112334.00
Kian.Gold.ETF,20230128,108200.00,111350.00,105620.00,109095.00,556030017169,5096766,2930,D,104593.00,109850.00
