<OPEN>,<LOW>,<HIGH>,<CLOSE>,<amount>,<perc>,<DTYYYYMMDD>,<shamsi>
"81,530","78,330","83,640","78,910",2640,3.35%,2018-06-25,1397/04/04
"87,000","78,760","89,430","81,550",5500,6.74%,2018-06-24,1397/04/03
"81,000","79,620","90,960","87,050",5310,6.50%,2018-06-23,1397/04/02
"75,050","75,010","81,890","81,740",6680,8.90%,2018-06-22,1397/04/01
"73,980","73,580","75,750","74,910",910,1.23%,2018-06-20,1397/03/30
"72,290","72,260","74,030","74,000",1730,2.39%,2018-06-19,1397/03/29
"70,550","70,250","72,720","72,270",1730,2.45%,2018-06-18,1397/03/28
"70,430","69,300","72,760","70,540",230,0.33%,2018-06-17,1397/03/27
"68,740","67,940","70,690","70,310",990,1.43%,2018-06-16,1397/03/26
"68,650","68,520","69,380","69,320",650,0.95%,2018-06-15,1397/03/25
"67,680","67,630","68,880","68,670",980,1.45%,2018-06-14,1397/03/24
"70,070","66,600","70,160","67,690",2390,3.53%,2018-06-13,1397/03/23
"70,340","69,780","71,860","70,080",270,0.39%,2018-06-12,1397/03/22
"67,800","67,790","70,910","70,350",2540,3.75%,2018-06-11,1397/03/21
"65,740","65,500","68,660","67,810",2050,3.12%,2018-06-10,1397/03/20
"67,570","65,760","68,880","65,760",1590,2.42%,2018-06-09,1397/03/19
"64,400","64,310","67,350","67,350",2960,4.60%,2018-06-08,1397/03/18
"65,040","64,390","65,220","64,390",640,0.99%,2018-06-07,1397/03/17
"65,070","64,770","66,020","65,030",60,0.09%,2018-06-06,1397/03/16
"65,200","64,710","65,350","65,090",120,0.18%,2018-06-05,1397/03/15
"64,260","64,040","65,460","65,210",960,1.49%,2018-06-04,1397/03/14
"64,400","64,090","64,530","64,250",140,0.22%,2018-06-03,1397/03/13
"64,470","63,610","64,950","64,390",490,0.77%,2018-06-02,1397/03/12
"65,000","63,830","65,180","63,900",1120,1.75%,2018-06-01,1397/03/11
"64,630","64,620","65,150","65,020",380,0.59%,2018-05-31,1397/03/10
"64,370","64,000","64,900","64,640",260,0.40%,2018-05-30,1397/03/09
"62,930","62,890","65,740","64,380",1460,2.32%,2018-05-29,1397/03/08
"63,540","58,650","64,150","62,920",610,0.97%,2018-05-28,1397/03/07
"63,700","62,740","64,480","63,530",100,0.16%,2018-05-27,1397/03/06
"64,020","63,300","64,440","63,630",340,0.53%,2018-05-26,1397/03/05
"63,660","63,280","63,970","63,970",300,0.47%,2018-05-25,1397/03/04
"63,450","63,360","63,670","63,670",230,0.36%,2018-05-24,1397/03/03
"63,630","62,430","64,250","63,440",200,0.32%,2018-05-23,1397/03/02
"63,860","63,310","63,990","63,640",230,0.36%,2018-05-22,1397/03/01
"63,320","62,410","64,410","63,870",540,0.85%,2018-05-21,1397/02/31
"62,130","62,060","64,050","63,330",1320,2.13%,2018-05-20,1397/02/30
"61,250","60,650","62,250","62,010",630,1.03%,2018-05-19,1397/02/29
"62,630","61,380","62,710","61,380",1260,2.05%,2018-05-18,1397/02/28
"62,750","62,600","62,980","62,640",100,0.16%,2018-05-17,1397/02/27
"61,530","61,380","63,650","62,740",1220,1.98%,2018-05-16,1397/02/26
"64,150","60,940","65,280","61,520",2620,4.26%,2018-05-15,1397/02/25
"63,310","62,050","64,290","64,140",840,1.33%,2018-05-14,1397/02/24
"64,540","61,130","64,560","63,300",1250,1.97%,2018-05-13,1397/02/23
"65,410","63,990","66,300","64,550",1420,2.20%,2018-05-12,1397/02/22
"66,920","64,370","67,480","65,970",930,1.41%,2018-05-11,1397/02/21
"66,520","66,300","66,990","66,900",370,0.56%,2018-05-10,1397/02/20
"65,720","64,660","68,090","66,530",820,1.25%,2018-05-09,1397/02/19
"63,890","63,650","66,840","65,710",1810,2.83%,2018-05-08,1397/02/18
"59,220","59,080","64,420","63,900",4670,7.88%,2018-05-07,1397/02/17
"63,510","59,060","63,650","59,230",4270,7.21%,2018-05-06,1397/02/16
"63,810","62,180","65,600","63,500",330,0.52%,2018-05-05,1397/02/15
"61,150","61,100","65,130","63,830",2670,4.37%,2018-05-04,1397/02/14
"61,190","61,090","61,420","61,160",10,0.02%,2018-05-03,1397/02/13
"59,630","59,440","61,970","61,170",1530,2.57%,2018-05-02,1397/02/12
"59,640","59,310","59,740","59,640",10,0.02%,2018-05-01,1397/02/11
"57,020","57,020","60,390","59,650",2620,4.59%,2018-04-30,1397/02/10
"58,520","56,610","59,610","57,030",1510,2.65%,2018-04-29,1397/02/09
"57,110","56,950","58,540","58,540",1430,2.50%,2018-04-28,1397/02/08
"56,050","56,040","57,180","57,110",1080,1.93%,2018-04-27,1397/02/07
"55,460","55,310","56,420","56,350",880,1.59%,2018-04-25,1397/02/05
"54,250","54,110","55,600","55,470",1240,2.29%,2018-04-24,1397/02/04
"54,830","54,450","55,240","54,500",790,1.45%,2018-04-23,1397/02/03
"55,880","54,880","56,010","55,290",580,1.05%,2018-04-22,1397/02/02
"56,170","55,870","56,330","55,870",460,0.82%,2018-04-21,1397/02/01
"56,120","56,020","56,480","56,330",200,0.36%,2018-04-20,1397/01/31
"55,730","55,680","56,160","56,130",390,0.70%,2018-04-19,1397/01/30
"55,930","55,470","55,960","55,740",180,0.32%,2018-04-18,1397/01/29
"53,380","53,310","55,970","55,920",13920,33.14%,2018-04-17,1397/01/28
"42,000","42,000","42,000","42,000",-,-,2018-04-11,1397/01/22
"42,000","42,000","42,000","42,000",16200,38.57%,2018-04-10,1397/01/21
"58,200","58,200","58,200","58,200",450,0.77%,2018-04-09,1397/01/20
"56,450","56,450","60,480","58,650",2050,3.62%,2018-04-08,1397/01/19
"52,450","52,080","57,050","56,600",4890,9.46%,2018-04-07,1397/01/18
"50,700","50,700","51,850","51,710",770,1.51%,2018-04-06,1397/01/17
"50,940","50,940","50,940","50,940",-,-,2018-04-05,1397/01/16
"50,430","50,400","50,940","50,940",380,0.75%,2018-04-04,1397/01/15
"50,550","50,050","50,560","50,560",20,0.04%,2018-04-03,1397/01/14
"49,850","49,850","51,450","50,540",260,0.51%,2018-04-02,1397/01/13
"50,800","50,800","50,800","50,800",510,1.01%,2018-04-01,1397/01/12
"50,450","50,290","50,450","50,290",510,1.01%,2018-03-31,1397/01/11
"50,850","50,800","50,850","50,800",220,0.43%,2018-03-30,1397/01/10
"51,020","51,020","51,020","51,020",570,1.13%,2018-03-29,1397/01/09
"50,570","50,410","51,400","50,450",10,0.02%,2018-03-28,1397/01/08
"50,440","50,340","50,700","50,460",30,0.06%,2018-03-27,1397/01/07
"51,010","49,600","51,400","50,490",540,1.07%,2018-03-26,1397/01/06
"49,710","49,710","51,180","51,030",1120,2.24%,2018-03-25,1397/01/05
"49,390","49,210","50,080","49,910",700,1.42%,2018-03-24,1397/01/04
"48,810","48,810","49,210","49,210",220,0.45%,2018-03-23,1397/01/03
"48,750","48,750","49,130","48,990",420,0.86%,2018-03-19,1396/12/28
"48,280","48,280","48,750","48,570",380,0.79%,2018-03-18,1396/12/27
"48,290","48,190","48,290","48,190",120,0.25%,2018-03-17,1396/12/26
"48,670","48,290","48,740","48,310",340,0.70%,2018-03-16,1396/12/25
"48,650","48,650","48,650","48,650",160,0.33%,2018-03-15,1396/12/24
"48,550","48,370","48,560","48,490",20,0.04%,2018-03-14,1396/12/23
"48,210","48,060","48,510","48,510",350,0.73%,2018-03-13,1396/12/22
"48,270","47,820","48,420","48,160",100,0.21%,2018-03-12,1396/12/21
"48,080","47,230","48,500","48,260",230,0.48%,2018-03-11,1396/12/20
"47,920","47,850","48,030","48,030",70,0.15%,2018-03-10,1396/12/19
"48,340","47,960","48,340","47,960",70,0.15%,2018-03-09,1396/12/18
"47,890","47,890","47,890","47,890",30,0.06%,2018-03-08,1396/12/17
"47,890","47,850","47,900","47,860",20,0.04%,2018-03-07,1396/12/16
"47,950","47,840","47,960","47,880",130,0.27%,2018-03-06,1396/12/15
"47,740","47,730","47,800","47,750",60,0.13%,2018-03-05,1396/12/14
"47,730","47,630","47,790","47,690",10,0.02%,2018-03-04,1396/12/13
"47,110","47,080","47,700","47,700",620,1.32%,2018-03-03,1396/12/12
"44,680","44,670","47,330","47,080",2390,5.35%,2018-03-02,1396/12/11
"44,690","44,690","44,690","44,690",10,0.02%,2018-03-01,1396/12/10
"44,700","44,690","44,700","44,700",10,0.02%,2018-02-28,1396/12/09
"44,710","44,710","44,710","44,710",10,0.02%,2018-02-27,1396/12/08
"44,760","44,720","44,760","44,720",60,0.13%,2018-02-26,1396/12/07
"44,780","44,760","44,780","44,780",20,0.04%,2018-02-25,1396/12/06
"44,790","44,750","44,800","44,760",20,0.04%,2018-02-24,1396/12/05
"44,900","44,770","44,900","44,780",150,0.33%,2018-02-23,1396/12/04
"45,130","44,930","45,250","44,930",250,0.56%,2018-02-21,1396/12/02
"45,700","45,180","45,700","45,180",570,1.26%,2018-02-20,1396/12/01
"45,920","45,750","46,090","45,750",-,-,2018-02-19,1396/11/30
"46,060","45,670","46,060","45,750",340,0.74%,2018-02-18,1396/11/29
"46,970","46,090","46,970","46,090",880,1.91%,2018-02-17,1396/11/28
"47,380","46,970","47,450","46,970",410,0.87%,2018-02-16,1396/11/27
"47,900","47,380","47,900","47,380",790,1.67%,2018-02-14,1396/11/25
"48,750","48,160","48,750","48,170",600,1.25%,2018-02-13,1396/11/24
"48,720","48,450","49,120","48,770",280,0.58%,2018-02-12,1396/11/23
"47,320","47,320","48,500","48,490",1220,2.58%,2018-02-11,1396/11/22
"47,260","47,250","47,350","47,270",20,0.04%,2018-02-10,1396/11/21
"46,640","46,420","47,500","47,250",550,1.18%,2018-02-09,1396/11/20
"45,430","45,370","46,850","46,700",1250,2.75%,2018-02-07,1396/11/18
"46,930","45,410","47,800","45,450",1450,3.19%,2018-02-06,1396/11/17
"46,660","46,110","47,020","46,900",140,0.30%,2018-02-05,1396/11/16
"47,490","46,730","47,590","46,760",680,1.45%,2018-02-04,1396/11/15
"47,090","46,890","47,790","47,440",400,0.85%,2018-02-03,1396/11/14
"46,540","46,410","47,080","47,040",570,1.23%,2018-02-02,1396/11/13
"46,480","46,380","46,540","46,470",20,0.04%,2018-01-31,1396/11/11
"45,880","45,620","46,450","46,450",780,1.71%,2018-01-30,1396/11/10
"45,450","45,420","45,830","45,670",170,0.37%,2018-01-29,1396/11/09
"45,700","45,490","46,080","45,500",180,0.40%,2018-01-28,1396/11/08
"45,230","45,230","45,690","45,680",520,1.15%,2018-01-27,1396/11/07
"45,230","45,010","45,280","45,160",170,0.38%,2018-01-26,1396/11/06
"45,495","45,330","45,660","45,330",-,-,2018-01-25,1396/11/05
"45,630","45,330","45,650","45,330",330,0.73%,2018-01-24,1396/11/04
"45,610","45,530","46,010","45,660",140,0.31%,2018-01-23,1396/11/03
"45,780","45,550","46,460","45,800",10,0.02%,2018-01-22,1396/11/02
"46,230","45,600","46,980","45,790",180,0.39%,2018-01-21,1396/11/01
"45,530","45,420","46,420","45,970",640,1.41%,2018-01-20,1396/10/30
"44,570","44,570","45,650","45,330",750,1.68%,2018-01-19,1396/10/29
"44,610","44,500","44,910","44,580",100,0.22%,2018-01-17,1396/10/27
"44,370","44,100","44,590","44,480",190,0.43%,2018-01-16,1396/10/26
"44,280","44,200","44,480","44,290",80,0.18%,2018-01-15,1396/10/25
"44,170","43,920","44,230","44,210",50,0.11%,2018-01-14,1396/10/24
"44,110","44,090","44,520","44,260",150,0.34%,2018-01-13,1396/10/23
"43,690","43,670","44,140","44,110",40,0.09%,2018-01-12,1396/10/22
"44,030","44,030","44,380","44,150",140,0.32%,2018-01-10,1396/10/20
"43,690","43,690","44,020","44,010",350,0.80%,2018-01-09,1396/10/19
"43,650","43,490","43,970","43,660",290,0.66%,2018-01-08,1396/10/18
"43,680","43,680","44,150","43,950",420,0.96%,2018-01-07,1396/10/17
"43,340","43,340","43,580","43,530",210,0.48%,2018-01-06,1396/10/16
"43,200","42,800","43,320","43,320",80,0.19%,2018-01-05,1396/10/15
"43,640","43,130","43,690","43,240",500,1.16%,2018-01-03,1396/10/13
"43,380","43,000","43,910","43,740",350,0.81%,2018-01-02,1396/10/12
"42,960","42,850","43,460","43,390",510,1.19%,2018-01-01,1396/10/11
"42,990","42,880","43,230","42,880",-,-,2017-12-31,1396/10/10
"42,420","42,420","42,920","42,880",530,1.25%,2017-12-30,1396/10/09
"42,150","42,110","42,360","42,350",320,0.76%,2017-12-29,1396/10/08
"41,930","41,920","42,100","42,030",140,0.33%,2017-12-27,1396/10/06
"41,800","41,800","42,100","41,890",-,-,2017-12-26,1396/10/05
"41,800","41,750","41,890","41,890",100,0.24%,2017-12-25,1396/10/04
"41,900","41,790","41,950","41,790",150,0.36%,2017-12-24,1396/10/03
"41,950","41,860","41,980","41,940",80,0.19%,2017-12-23,1396/10/02
"42,000","41,850","42,000","41,860",80,0.19%,2017-12-22,1396/10/01
"41,940","41,940","41,940","41,940",80,0.19%,2017-12-20,1396/09/29
"41,900","41,860","41,970","41,860",110,0.26%,2017-12-19,1396/09/28
"41,800","41,800","41,970","41,970",160,0.38%,2017-12-18,1396/09/27
"41,850","41,780","41,870","41,810",20,0.05%,2017-12-17,1396/09/26
"41,830","41,810","42,000","41,830",70,0.17%,2017-12-16,1396/09/25
"42,090","41,900","42,090","41,900",210,0.50%,2017-12-15,1396/09/24
"42,090","42,030","42,110","42,110",80,0.19%,2017-12-13,1396/09/22
"42,080","42,080","42,230","42,190",10,0.02%,2017-12-12,1396/09/21
"42,130","42,040","42,220","42,200",90,0.21%,2017-12-11,1396/09/20
"42,140","42,070","42,170","42,110",40,0.10%,2017-12-10,1396/09/19
"42,070","42,060","42,200","42,070",40,0.10%,2017-12-09,1396/09/18
"41,900","41,860","42,030","42,030",80,0.19%,2017-12-08,1396/09/17
"41,960","41,930","42,000","41,950",70,0.17%,2017-12-06,1396/09/15
"41,980","41,950","42,140","42,020",160,0.38%,2017-12-04,1396/09/13
"41,660","41,660","41,920","41,860",220,0.53%,2017-12-03,1396/09/12
"41,500","41,480","41,680","41,640",90,0.22%,2017-12-02,1396/09/11
"41,450","41,440","41,550","41,550",160,0.39%,2017-12-01,1396/09/10
"41,380","41,320","41,390","41,390",30,0.07%,2017-11-29,1396/09/08
"41,340","41,250","41,480","41,360",90,0.22%,2017-11-28,1396/09/07
"41,190","41,180","41,290","41,270",90,0.22%,2017-11-27,1396/09/06
"41,150","41,150","41,180","41,180",-,-,2017-11-26,1396/09/05
"41,220","41,110","41,220","41,180",90,0.22%,2017-11-25,1396/09/04
"41,230","41,200","41,290","41,270",30,0.07%,2017-11-24,1396/09/03
"41,230","41,230","41,280","41,240",30,0.07%,2017-11-22,1396/09/01
"41,020","41,010","41,250","41,210",280,0.68%,2017-11-21,1396/08/30
"40,920","40,910","40,990","40,930",10,0.02%,2017-11-20,1396/08/29
"41,000","40,930","41,050","40,940",20,0.05%,2017-11-19,1396/08/28
"40,960","40,950","40,990","40,960",40,0.10%,2017-11-17,1396/08/26
"40,980","40,960","41,010","41,000",10,0.02%,2017-11-15,1396/08/24
"41,100","40,970","41,100","41,010",210,0.51%,2017-11-14,1396/08/23
"41,340","41,120","41,380","41,220",140,0.34%,2017-11-13,1396/08/22
"40,970","40,970","41,360","41,360",370,0.90%,2017-11-12,1396/08/21
"40,850","40,850","40,990","40,990",160,0.39%,2017-11-11,1396/08/20
"40,750","40,750","40,850","40,830",90,0.22%,2017-11-10,1396/08/19
"40,710","40,700","40,760","40,740",40,0.10%,2017-11-07,1396/08/16
"40,730","40,690","40,770","40,700",20,0.05%,2017-11-06,1396/08/15
"40,700","40,690","40,740","40,720",60,0.15%,2017-11-05,1396/08/14
"40,520","40,510","40,700","40,660",120,0.30%,2017-11-04,1396/08/13
"40,550","40,500","40,550","40,540",-,-,2017-11-03,1396/08/12
"40,570","40,490","40,570","40,540",40,0.10%,2017-11-01,1396/08/10
"40,550","40,520","40,620","40,580",60,0.15%,2017-10-31,1396/08/09
"40,530","40,520","40,570","40,520",30,0.07%,2017-10-30,1396/08/08
"40,710","40,540","40,720","40,550",140,0.35%,2017-10-29,1396/08/07
"40,670","40,620","40,760","40,690",90,0.22%,2017-10-28,1396/08/06
"40,400","40,390","40,600","40,600",280,0.69%,2017-10-27,1396/08/05
"40,300","40,260","40,330","40,320",40,0.10%,2017-10-25,1396/08/03
"40,330","40,220","40,330","40,280",20,0.05%,2017-10-24,1396/08/02
"40,200","40,190","40,350","40,300",120,0.30%,2017-10-23,1396/08/01
"40,120","40,110","40,180","40,180",70,0.17%,2017-10-22,1396/07/30
"40,140","40,110","40,160","40,110",20,0.05%,2017-10-21,1396/07/29
"40,140","40,130","40,190","40,130",40,0.10%,2017-10-20,1396/07/28
"40,220","40,110","40,220","40,170",40,0.10%,2017-10-18,1396/07/26
"40,170","40,170","40,340","40,210",20,0.05%,2017-10-17,1396/07/25
"40,070","40,070","40,190","40,190",110,0.27%,2017-10-16,1396/07/24
"40,060","40,010","40,150","40,080",10,0.02%,2017-10-15,1396/07/23
"39,950","39,930","40,080","40,070",100,0.25%,2017-10-14,1396/07/22
"40,190","39,970","40,190","39,970",200,0.50%,2017-10-13,1396/07/21
"40,180","40,170","40,180","40,170",10,0.02%,2017-10-11,1396/07/19
"40,220","40,040","40,230","40,160",80,0.20%,2017-10-10,1396/07/18
"40,480","39,830","40,490","40,240",170,0.42%,2017-10-09,1396/07/17
"39,760","39,740","40,410","40,410",630,1.58%,2017-10-08,1396/07/16
"39,660","39,600","39,980","39,780",70,0.18%,2017-10-07,1396/07/15
"39,540","39,530","39,710","39,710",230,0.58%,2017-10-06,1396/07/14
"39,380","39,380","39,480","39,480",110,0.28%,2017-10-04,1396/07/12
"39,240","39,240","39,370","39,370",70,0.18%,2017-10-03,1396/07/11
"39,170","39,170","39,300","39,300",140,0.36%,2017-10-02,1396/07/10
"39,120","39,120","39,160","39,160",50,0.13%,2017-10-01,1396/07/09
"39,080","39,080","39,110","39,110",40,0.10%,2017-09-27,1396/07/05
"39,050","39,050","39,090","39,070",10,0.03%,2017-09-26,1396/07/04
"39,010","39,010","39,130","39,060",60,0.15%,2017-09-25,1396/07/03
"38,930","38,930","39,000","39,000",80,0.21%,2017-09-24,1396/07/02
"38,920","38,920","38,930","38,920",10,0.03%,2017-09-23,1396/07/01
"38,940","38,910","38,960","38,930",10,0.03%,2017-09-22,1396/06/31
"38,920","38,920","38,920","38,920",10,0.03%,2017-09-20,1396/06/29
"38,930","38,910","38,930","38,930",10,0.03%,2017-09-19,1396/06/28
"38,950","38,920","38,950","38,920",50,0.13%,2017-09-18,1396/06/27
"38,970","38,960","39,000","38,970",10,0.03%,2017-09-17,1396/06/26
"39,080","38,980","39,080","38,980",60,0.15%,2017-09-16,1396/06/25
"39,120","39,040","39,120","39,040",60,0.15%,2017-09-15,1396/06/24
"39,140","39,090","39,140","39,100",100,0.26%,2017-09-13,1396/06/22
"39,160","39,090","39,250","39,200",60,0.15%,2017-09-12,1396/06/21
"39,010","39,000","39,170","39,140",140,0.36%,2017-09-11,1396/06/20
"39,010","38,980","39,010","39,000",-,-,2017-09-10,1396/06/19
"39,050","39,000","39,060","39,000",40,0.10%,2017-09-09,1396/06/18
"38,950","38,950","39,040","39,040",100,0.26%,2017-09-06,1396/06/15
"38,830","38,830","38,960","38,940",120,0.31%,2017-09-05,1396/06/14
"38,780","38,760","38,820","38,820",30,0.08%,2017-09-04,1396/06/13
"38,910","38,790","38,930","38,790",110,0.28%,2017-09-03,1396/06/12
"38,830","38,830","38,900","38,900",80,0.21%,2017-09-02,1396/06/11
"38,750","38,750","38,820","38,820",80,0.21%,2017-09-01,1396/06/10
"38,730","38,730","38,740","38,740",20,0.05%,2017-08-30,1396/06/08
"38,650","38,650","38,720","38,720",90,0.23%,2017-08-29,1396/06/07
"38,570","38,570","38,630","38,630",50,0.13%,2017-08-28,1396/06/06
"38,580","38,580","38,600","38,580",10,0.03%,2017-08-27,1396/06/05
"38,530","38,530","38,650","38,590",70,0.18%,2017-08-26,1396/06/04
"38,390","38,390","38,520","38,520",140,0.36%,2017-08-25,1396/06/03
"38,340","38,340","38,380","38,380",50,0.13%,2017-08-23,1396/06/01
"38,310","38,310","38,330","38,330",30,0.08%,2017-08-22,1396/05/31
"38,310","38,300","38,310","38,300",-,-,2017-08-21,1396/05/30
"38,270","38,270","38,320","38,300",20,0.05%,2017-08-20,1396/05/29
"38,250","38,250","38,280","38,280",40,0.10%,2017-08-19,1396/05/28
"38,190","38,190","38,240","38,240",40,0.10%,2017-08-18,1396/05/27
"38,190","38,190","38,200","38,200",-,-,2017-08-16,1396/05/25
"38,190","38,180","38,200","38,200",30,0.08%,2017-08-15,1396/05/24
"38,140","38,140","38,170","38,170",40,0.10%,2017-08-14,1396/05/23
"38,130","38,130","38,130","38,130",10,0.03%,2017-08-13,1396/05/22
"38,140","38,100","38,140","38,120",10,0.03%,2017-08-12,1396/05/21
"38,120","38,120","38,130","38,130",20,0.05%,2017-08-11,1396/05/20
"38,150","38,100","38,150","38,150",40,0.10%,2017-08-09,1396/05/18
"38,120","38,110","38,130","38,110",-,-,2017-08-08,1396/05/17
"38,140","38,110","38,140","38,110",40,0.10%,2017-08-07,1396/05/16
"38,200","38,150","38,200","38,150",60,0.16%,2017-08-06,1396/05/15
"38,250","38,200","38,250","38,210",50,0.13%,2017-08-05,1396/05/14
"38,220","38,220","38,260","38,260",50,0.13%,2017-08-02,1396/05/11
"38,200","38,190","38,210","38,210",20,0.05%,2017-08-01,1396/05/10
"38,140","38,140","38,210","38,190",60,0.16%,2017-07-31,1396/05/09
"38,110","38,100","38,130","38,130",10,0.03%,2017-07-30,1396/05/08
"38,080","38,080","38,130","38,120",50,0.13%,2017-07-29,1396/05/07
"38,020","38,010","38,070","38,070",60,0.16%,2017-07-28,1396/05/06
"38,020","38,010","38,040","38,010",10,0.03%,2017-07-26,1396/05/04
"37,810","37,810","38,000","38,000",210,0.56%,2017-07-25,1396/05/03
"37,730","37,720","37,790","37,790",70,0.19%,2017-07-24,1396/05/02
"37,740","37,710","37,740","37,720",30,0.08%,2017-07-23,1396/05/01
"37,750","37,740","37,750","37,750",10,0.03%,2017-07-22,1396/04/31
"37,850","37,760","37,850","37,760",60,0.16%,2017-07-21,1396/04/30
"37,820","37,820","37,820","37,820",50,0.13%,2017-07-19,1396/04/28
"37,770","37,770","37,770","37,770",10,0.03%,2017-07-18,1396/04/27
"37,780","37,780","37,790","37,780",10,0.03%,2017-07-17,1396/04/26
"37,810","37,770","37,810","37,790",10,0.03%,2017-07-16,1396/04/25
"37,810","37,790","37,830","37,800",20,0.05%,2017-07-15,1396/04/24
"37,810","37,800","37,830","37,820",30,0.08%,2017-07-14,1396/04/23
"37,890","37,850","37,890","37,850",50,0.13%,2017-07-12,1396/04/21
"37,950","37,900","37,950","37,900",30,0.08%,2017-07-11,1396/04/20
"37,910","37,910","37,960","37,930",50,0.13%,2017-07-10,1396/04/19
"37,870","37,860","37,880","37,880",20,0.05%,2017-07-09,1396/04/18
"37,880","37,860","37,890","37,860",30,0.08%,2017-07-08,1396/04/17
"37,890","37,880","37,900","37,890",10,0.03%,2017-07-07,1396/04/16
"37,890","37,880","37,920","37,880",-,-,2017-07-05,1396/04/14
"37,820","37,790","37,880","37,880",80,0.21%,2017-07-04,1396/04/13
"37,840","37,800","37,860","37,800",10,0.03%,2017-07-03,1396/04/12
"37,820","37,780","37,820","37,790",50,0.13%,2017-07-02,1396/04/11
"37,870","37,840","37,880","37,840",50,0.13%,2017-07-01,1396/04/10
"37,720","37,720","37,910","37,890",210,0.56%,2017-06-30,1396/04/09
"37,640","37,640","37,680","37,680",90,0.24%,2017-06-28,1396/04/07
"37,560","37,560","37,650","37,590",50,0.13%,2017-06-27,1396/04/06
"37,500","37,500","37,540","37,540",-,-,2017-06-26,1396/04/05
"37,580","37,540","37,590","37,540",30,0.08%,2017-06-24,1396/04/03
"37,450","37,450","37,580","37,570",130,0.35%,2017-06-23,1396/04/02
"37,460","37,440","37,480","37,440",20,0.05%,2017-06-21,1396/03/31
"37,420","37,370","37,420","37,420",30,0.08%,2017-06-20,1396/03/30
"37,510","37,450","37,520","37,450",50,0.13%,2017-06-19,1396/03/29
"37,480","37,440","37,610","37,500",-,-,2017-06-18,1396/03/28
"37,320","37,320","37,500","37,500",180,0.48%,2017-06-17,1396/03/27
"37,300","37,270","37,340","37,320",10,0.03%,2017-06-16,1396/03/26
"37,320","37,300","37,320","37,310",10,0.03%,2017-06-14,1396/03/24
"37,280","37,270","37,310","37,300",30,0.08%,2017-06-13,1396/03/23
"37,310","37,270","37,310","37,270",30,0.08%,2017-06-12,1396/03/22
"37,340","37,290","37,350","37,300",50,0.13%,2017-06-11,1396/03/21
"37,350","37,350","37,380","37,350",10,0.03%,2017-06-10,1396/03/20
"37,380","37,350","37,380","37,360",10,0.03%,2017-06-09,1396/03/19
"37,400","37,370","37,400","37,370",10,0.03%,2017-06-07,1396/03/17
"37,310","37,300","37,390","37,380",80,0.21%,2017-06-06,1396/03/16
"37,320","37,290","37,320","37,300",30,0.08%,2017-06-05,1396/03/15
"37,330","37,330","37,330","37,330",10,0.03%,2017-06-03,1396/03/13
"37,330","37,320","37,330","37,320",20,0.05%,2017-06-02,1396/03/12
"37,350","37,340","37,350","37,340",-,-,2017-05-31,1396/03/10
"37,380","37,330","37,580","37,340",20,0.05%,2017-05-30,1396/03/09
"37,370","37,350","37,380","37,360",20,0.05%,2017-05-29,1396/03/08
"37,380","37,380","37,430","37,380",10,0.03%,2017-05-28,1396/03/07
"37,420","37,370","37,450","37,370",60,0.16%,2017-05-27,1396/03/06
"37,420","37,420","37,460","37,430",-,-,2017-05-26,1396/03/05
"37,470","37,430","37,470","37,430",50,0.13%,2017-05-24,1396/03/03
"37,520","37,480","37,560","37,480",50,0.13%,2017-05-23,1396/03/02
"37,450","37,450","37,580","37,530",180,0.48%,2017-05-22,1396/03/01
"37,330","37,320","37,390","37,350",50,0.13%,2017-05-21,1396/02/31
"37,380","37,330","37,400","37,400",10,0.03%,2017-05-20,1396/02/30
"37,690","37,410","37,690","37,410",260,0.70%,2017-05-19,1396/02/29
"37,720","37,670","37,730","37,670",40,0.11%,2017-05-17,1396/02/27
"37,590","37,550","37,720","37,710",160,0.43%,2017-05-16,1396/02/26
"37,550","37,540","37,580","37,550",10,0.03%,2017-05-15,1396/02/25
"37,580","37,540","37,580","37,540",20,0.05%,2017-05-14,1396/02/24
"37,580","37,560","37,600","37,560",30,0.08%,2017-05-13,1396/02/23
"37,600","37,570","37,610","37,590",-,-,2017-05-12,1396/02/22
"37,580","37,570","37,600","37,590",20,0.05%,2017-05-10,1396/02/20
"37,570","37,560","37,590","37,570",30,0.08%,2017-05-09,1396/02/19
"37,560","37,540","37,570","37,540",30,0.08%,2017-05-08,1396/02/18
"37,580","37,570","37,600","37,570",20,0.05%,2017-05-07,1396/02/17
"37,620","37,580","37,620","37,590",40,0.11%,2017-05-06,1396/02/16
"37,710","37,620","37,750","37,630",70,0.19%,2017-05-05,1396/02/15
"37,660","37,660","37,700","37,700",50,0.13%,2017-05-03,1396/02/13
"37,630","37,620","37,650","37,650",30,0.08%,2017-05-02,1396/02/12
"37,660","37,620","37,680","37,620",50,0.13%,2017-05-01,1396/02/11
"37,710","37,660","37,730","37,670",60,0.16%,2017-04-30,1396/02/10
"37,740","37,730","37,820","37,730",-,-,2017-04-29,1396/02/09
"37,640","37,640","37,730","37,730",110,0.29%,2017-04-28,1396/02/08
"37,610","37,610","37,620","37,620",20,0.05%,2017-04-26,1396/02/06
"37,550","37,550","37,620","37,600",70,0.19%,2017-04-25,1396/02/05
"37,540","37,530","37,540","37,530",-,-,2017-04-23,1396/02/03
"37,500","37,500","37,530","37,530",40,0.11%,2017-04-22,1396/02/02
