<OPEN>,<LOW>,<HIGH>,<CLOSE>,<amount>,<perc>,<DTYYYYMMDD>,<shamsi>
"284,550","269,950","284,560","269,950",14540,5.39%,2020-10-03,1399/07/12
"289,030","284,450","289,060","284,490",4550,1.60%,2020-10-02,1399/07/11
"289,040","289,040","289,040","289,040",-,-,2020-10-01,1399/07/10
"287,990","287,990","289,060","289,040",1520,0.53%,2020-09-30,1399/07/09
"285,040","284,950","287,560","287,520",2500,0.88%,2020-09-29,1399/07/08
"289,450","284,950","289,560","285,020",4450,1.56%,2020-09-28,1399/07/07
"287,060","286,950","289,560","289,470",2470,0.86%,2020-09-27,1399/07/06
"285,020","284,950","287,060","287,000",1940,0.68%,2020-09-26,1399/07/05
"278,030","277,950","287,560","285,060",7090,2.55%,2020-09-25,1399/07/04
"277,970","277,970","277,970","277,970",-,-,2020-09-24,1399/07/03
"278,000","277,950","278,060","277,970",10,-,2020-09-23,1399/07/02
"271,990","271,950","278,060","277,980",5950,2.19%,2020-09-22,1399/07/01
"269,480","269,450","272,060","272,030",2580,0.96%,2020-09-21,1399/06/31
"273,060","268,450","273,060","269,450",3530,1.31%,2020-09-20,1399/06/30
"264,500","264,450","273,060","272,980",8500,3.21%,2020-09-19,1399/06/29
"267,990","264,450","268,060","264,480",3490,1.32%,2020-09-18,1399/06/28
"267,970","267,970","267,970","267,970",-,-,2020-09-17,1399/06/27
"266,020","265,950","268,560","267,970",1990,0.75%,2020-09-16,1399/06/26
"265,980","265,950","266,060","265,980",40,0.02%,2020-09-15,1399/06/25
"235,850","235,810","266,060","266,020",30100,12.76%,2020-09-14,1399/06/24
"234,370","234,310","235,920","235,920",1530,0.65%,2020-09-13,1399/06/23
"231,620","231,510","234,420","234,390",2820,1.22%,2020-09-12,1399/06/22
"228,020","227,910","231,620","231,570",3570,1.57%,2020-09-11,1399/06/21
"228,000","228,000","228,000","228,000",-,-,2020-09-10,1399/06/20
"227,910","227,910","228,020","228,000",510,0.22%,2020-09-09,1399/06/19
"227,460","227,410","227,520","227,490",30,0.01%,2020-09-08,1399/06/18
"225,920","225,910","227,520","227,520",1550,0.69%,2020-09-07,1399/06/17
"225,950","225,910","226,020","225,970",50,0.02%,2020-09-06,1399/06/16
"224,450","224,410","226,020","226,020",1500,0.67%,2020-09-05,1399/06/15
"224,450","224,410","224,520","224,520",-,-,2020-09-04,1399/06/14
"224,520","224,520","224,520","224,520",-,-,2020-09-03,1399/06/13
"225,020","224,410","225,020","224,520",2440,1.09%,2020-09-02,1399/06/12
"229,020","226,910","229,020","226,960",2040,0.90%,2020-09-01,1399/06/11
"231,430","228,910","234,020","229,000",2520,1.10%,2020-08-31,1399/06/10
"231,020","230,410","231,520","231,520",590,0.26%,2020-08-30,1399/06/09
"230,980","230,910","231,020","230,930",90,0.04%,2020-08-29,1399/06/08
"231,020","231,020","231,020","231,020",-,-,2020-08-27,1399/06/06
"231,020","230,910","231,020","231,020",1060,0.46%,2020-08-26,1399/06/05
"224,710","224,710","230,020","229,960",5170,2.30%,2020-08-25,1399/06/04
"224,790","224,710","224,820","224,790",30,0.01%,2020-08-24,1399/06/03
"225,020","224,710","225,020","224,820",150,0.07%,2020-08-23,1399/06/02
"224,940","224,910","225,020","224,970",50,0.02%,2020-08-22,1399/06/01
"224,970","224,910","225,020","225,020",-,-,2020-08-21,1399/05/31
"225,020","225,020","225,020","225,020",-,-,2020-08-20,1399/05/30
"223,950","223,910","225,020","225,020",1090,0.49%,2020-08-19,1399/05/29
"224,960","223,910","225,020","223,930",1090,0.49%,2020-08-18,1399/05/28
"224,420","224,410","225,520","225,020",530,0.24%,2020-08-17,1399/05/27
"218,970","218,910","224,520","224,490",5470,2.50%,2020-08-16,1399/05/26
"218,970","218,910","219,020","219,020",1500,0.68%,2020-08-15,1399/05/25
"220,520","220,410","220,520","220,520",20,0.01%,2020-08-14,1399/05/24
"220,500","220,500","220,500","220,500",-,-,2020-08-13,1399/05/23
"219,520","219,410","220,520","220,500",2480,1.14%,2020-08-12,1399/05/22
"216,800","216,710","218,020","218,020",1200,0.55%,2020-08-11,1399/05/21
"209,930","209,910","216,820","216,820",6910,3.29%,2020-08-10,1399/05/20
"217,960","207,910","218,020","209,910",8110,3.86%,2020-08-09,1399/05/19
"229,980","217,910","230,020","218,020",12000,5.50%,2020-08-08,1399/05/18
"230,020","230,020","230,020","230,020",-,-,2020-08-06,1399/05/16
"229,970","229,910","230,020","230,020",3000,1.32%,2020-08-05,1399/05/15
"223,020","222,910","227,020","227,020",4060,1.82%,2020-08-04,1399/05/14
"219,020","218,910","223,020","222,960",3970,1.81%,2020-08-03,1399/05/13
"217,000","216,910","219,020","218,990",1970,0.91%,2020-08-02,1399/05/12
"212,940","212,910","217,020","217,020",4000,1.88%,2020-08-01,1399/05/11
"207,940","207,910","213,020","213,020",5000,2.40%,2020-07-31,1399/05/10
"208,020","208,020","208,020","208,020",-,-,2020-07-30,1399/05/09
"207,990","207,910","208,020","208,020",3030,1.48%,2020-07-29,1399/05/08
"204,930","204,910","205,020","204,990",70,0.03%,2020-07-28,1399/05/07
"205,020","204,910","205,020","204,920",10,-,2020-07-27,1399/05/06
"202,980","202,910","205,020","204,910",1960,0.97%,2020-07-26,1399/05/05
"202,940","202,910","203,020","202,950",70,0.03%,2020-07-25,1399/05/04
"203,020","202,910","203,020","203,020",110,0.05%,2020-07-24,1399/05/03
"202,910","202,910","202,910","202,910",-,-,2020-07-23,1399/05/02
"203,000","202,910","203,020","202,910",520,0.26%,2020-07-22,1399/05/01
"204,430","203,410","204,520","203,430",1090,0.54%,2020-07-21,1399/04/31
"225,920","204,410","226,020","204,520",21500,10.51%,2020-07-20,1399/04/30
"231,020","225,910","231,020","226,020",4930,2.18%,2020-07-19,1399/04/29
"230,980","230,910","231,020","230,950",20,0.01%,2020-07-18,1399/04/28
"230,930","230,910","231,020","230,970",50,0.02%,2020-07-17,1399/04/27
"231,020","231,020","231,020","231,020",-,-,2020-07-16,1399/04/26
"229,520","229,410","231,020","231,020",1610,0.70%,2020-07-15,1399/04/25
"227,480","227,410","229,520","229,410",1950,0.86%,2020-07-14,1399/04/24
"227,430","227,410","227,520","227,460",40,0.02%,2020-07-13,1399/04/23
"225,460","225,410","227,520","227,420",1900,0.84%,2020-07-12,1399/04/22
"222,520","222,410","225,520","225,520",3110,1.40%,2020-07-11,1399/04/21
"221,930","220,410","222,520","222,410",390,0.18%,2020-07-10,1399/04/20
"221,940","221,910","222,020","222,020",-,-,2020-07-08,1399/04/18
"217,460","217,410","222,020","222,020",4500,2.07%,2020-07-07,1399/04/17
"218,450","216,410","218,520","217,520",1000,0.46%,2020-07-06,1399/04/16
"216,460","216,410","218,520","218,520",2050,0.95%,2020-07-05,1399/04/15
"209,020","208,910","216,520","216,470",7560,3.62%,2020-07-04,1399/04/14
"189,470","189,410","209,020","208,910",19390,10.23%,2020-07-03,1399/04/13
"189,520","189,410","189,520","189,520",80,0.04%,2020-07-01,1399/04/11
"189,850","189,410","189,920","189,440",480,0.25%,2020-06-30,1399/04/10
"190,440","189,810","190,520","189,920",600,0.32%,2020-06-29,1399/04/09
"190,520","190,410","190,520","190,520",90,0.05%,2020-06-28,1399/04/08
"188,520","188,410","190,520","190,430",2020,1.07%,2020-06-27,1399/04/07
"188,520","188,410","188,520","188,410",20,0.01%,2020-06-26,1399/04/06
"188,430","188,430","188,430","188,430",-,-,2020-06-25,1399/04/05
"191,510","188,410","191,620","188,430",4590,2.44%,2020-06-24,1399/04/04
"195,890","192,910","195,970","193,020",2950,1.53%,2020-06-23,1399/04/03
"187,930","187,910","195,970","195,970",7950,4.23%,2020-06-22,1399/04/02
"187,910","187,910","188,020","188,020",-,-,2020-06-21,1399/04/01
"185,950","185,910","188,020","188,020",2000,1.08%,2020-06-20,1399/03/31
"183,490","183,410","186,020","186,020",2520,1.37%,2020-06-19,1399/03/30
"183,500","183,500","183,500","183,500",-,-,2020-06-18,1399/03/29
"183,500","183,410","183,610","183,500",1400,0.77%,2020-06-17,1399/03/28
"182,100","182,100","182,100","182,100",-,-,2020-06-16,1399/03/27
"178,850","178,800","182,110","182,100",3300,1.85%,2020-06-15,1399/03/26
"177,530","177,500","178,910","178,800",1200,0.68%,2020-06-14,1399/03/25
"177,600","177,500","177,610","177,600",40,0.02%,2020-06-13,1399/03/24
"177,550","177,500","177,610","177,560",60,0.03%,2020-06-12,1399/03/23
"177,500","177,500","177,500","177,500",-,-,2020-06-11,1399/03/22
"177,500","177,500","177,610","177,500",5000,2.90%,2020-06-10,1399/03/21
"169,350","169,300","172,610","172,500",3200,1.89%,2020-06-09,1399/03/20
"169,360","169,300","169,410","169,300",90,0.05%,2020-06-08,1399/03/19
"169,300","169,300","169,410","169,390",50,0.03%,2020-06-07,1399/03/18
"169,800","169,300","169,800","169,340",490,0.29%,2020-06-06,1399/03/17
"170,800","169,800","170,810","169,830",870,0.51%,2020-06-05,1399/03/16
"170,700","170,700","170,810","170,700",70,0.04%,2020-06-01,1399/03/12
"171,080","170,700","171,110","170,770",230,0.13%,2020-05-31,1399/03/11
"171,000","171,000","171,110","171,000",40,0.02%,2020-05-30,1399/03/10
"170,500","170,500","171,110","171,040",430,0.25%,2020-05-29,1399/03/09
"170,610","170,610","170,610","170,610",-,-,2020-05-28,1399/03/08
"170,580","170,500","170,610","170,610",970,0.57%,2020-05-27,1399/03/07
"173,100","171,500","173,110","171,580",1420,0.83%,2020-05-26,1399/03/06
"173,040","173,000","173,110","173,000",-,-,2020-05-25,1399/03/05
"173,000","173,000","173,000","173,000",-,-,2020-05-23,1399/03/03
"173,020","173,000","173,110","173,000",50,0.03%,2020-05-22,1399/03/02
"173,050","173,050","173,050","173,050",-,-,2020-05-21,1399/03/01
"173,000","173,000","173,110","173,050",50,0.03%,2020-05-20,1399/02/31
"171,550","171,500","173,110","173,100",1600,0.93%,2020-05-19,1399/02/30
"172,040","171,500","172,110","171,500",500,0.29%,2020-05-18,1399/02/29
"170,200","170,200","172,110","172,000",1690,0.99%,2020-05-17,1399/02/28
"168,050","168,000","170,310","170,310",2310,1.38%,2020-05-16,1399/02/27
"168,500","168,000","168,610","168,000",540,0.32%,2020-05-15,1399/02/26
"168,540","168,540","168,540","168,540",-,-,2020-05-14,1399/02/25
"168,550","168,500","168,610","168,540",70,0.04%,2020-05-13,1399/02/24
"166,020","166,000","168,610","168,610",2610,1.57%,2020-05-12,1399/02/23
"165,060","165,000","166,110","166,000",1000,0.61%,2020-05-11,1399/02/22
"162,080","162,000","165,110","165,000",2900,1.79%,2020-05-10,1399/02/21
"158,000","158,000","162,110","162,100",4060,2.57%,2020-05-09,1399/02/20
"157,050","157,000","158,110","158,040",1040,0.66%,2020-05-08,1399/02/19
"157,000","157,000","157,000","157,000",-,-,2020-05-07,1399/02/18
"157,000","157,000","157,110","157,000",110,0.07%,2020-05-06,1399/02/17
"156,110","156,000","157,110","157,110",1110,0.71%,2020-05-05,1399/02/16
"156,100","156,000","156,110","156,000",70,0.04%,2020-05-04,1399/02/15
"156,080","156,000","156,110","156,070",70,0.04%,2020-05-03,1399/02/14
"156,080","156,000","156,110","156,000",50,0.03%,2020-05-02,1399/02/13
"156,030","156,000","156,110","156,050",50,0.03%,2020-05-01,1399/02/12
"156,000","156,000","156,000","156,000",-,-,2020-04-30,1399/02/11
"156,100","156,000","156,110","156,000",500,0.32%,2020-04-29,1399/02/10
"155,520","155,500","155,610","155,500",-,-,2020-04-28,1399/02/09
"156,060","155,500","156,110","155,500",500,0.32%,2020-04-27,1399/02/08
"156,000","156,000","156,110","156,000",100,0.06%,2020-04-26,1399/02/07
"155,090","155,000","156,110","156,100",1100,0.71%,2020-04-25,1399/02/06
"155,000","155,000","155,110","155,000",30,0.02%,2020-04-24,1399/02/05
"155,030","155,030","155,030","155,030",-,-,2020-04-23,1399/02/04
"155,040","155,000","155,110","155,030",30,0.02%,2020-04-22,1399/02/03
"153,530","153,500","155,110","155,000",1500,0.98%,2020-04-21,1399/02/02
"152,580","152,500","153,610","153,500",940,0.62%,2020-04-20,1399/02/01
"152,500","152,500","152,610","152,560",30,0.02%,2020-04-19,1399/01/31
"153,560","152,500","153,610","152,590",910,0.60%,2020-04-18,1399/01/30
"155,030","153,500","155,110","153,500",1500,0.98%,2020-04-17,1399/01/29
"155,000","155,000","155,000","155,000",-,-,2020-04-16,1399/01/28
"155,000","155,000","155,110","155,000",1080,0.70%,2020-04-15,1399/01/27
"156,030","156,000","156,110","156,080",80,0.05%,2020-04-14,1399/01/26
"156,030","156,000","156,110","156,000",-,-,2020-04-13,1399/01/25
"156,040","155,990","156,110","156,000",10,0.01%,2020-04-12,1399/01/24
"155,990","155,990","156,100","155,990",50,0.03%,2020-04-11,1399/01/23
"156,010","155,990","156,100","156,040",50,0.03%,2020-04-10,1399/01/22
"156,095","155,990","156,100","156,090",-,-,2020-04-08,1399/01/20
"157,060","155,990","157,100","156,090",900,0.58%,2020-04-07,1399/01/19
"157,100","156,990","157,100","156,990",-,-,2020-04-06,1399/01/18
"158,010","156,990","158,100","156,990",1040,0.66%,2020-04-05,1399/01/17
"157,970","157,950","158,100","158,030",80,0.05%,2020-04-04,1399/01/16
"149,050","148,950","159,050","157,950",8990,6.04%,2020-04-03,1399/01/15
"148,960","148,960","148,960","148,960",-,-,2020-04-02,1399/01/14
"148,980","148,950","149,050","148,960",70,0.05%,2020-04-01,1399/01/13
"149,030","149,030","149,030","149,030",-,-,2020-03-18,1398/12/28
"157,540","148,950","157,550","149,030",8420,5.65%,2020-03-17,1398/12/27
"156,520","156,450","157,550","157,450",900,0.57%,2020-03-16,1398/12/26
"147,970","147,950","156,550","156,550",8520,5.76%,2020-03-15,1398/12/25
"147,980","147,950","148,050","148,030",20,0.01%,2020-03-14,1398/12/24
"148,470","147,000","148,550","148,050",460,0.31%,2020-03-13,1398/12/23
"148,510","148,510","148,510","148,510",-,-,2020-03-12,1398/12/22
"148,460","148,450","148,550","148,510",40,0.03%,2020-03-11,1398/12/21
"148,500","148,450","148,550","148,550",2500,1.68%,2020-03-10,1398/12/20
"150,950","150,950","151,050","151,050",980,0.65%,2020-03-09,1398/12/19
"152,000","151,950","152,050","152,030",2070,1.38%,2020-03-08,1398/12/18
"149,960","149,960","149,960","149,960",-,-,2020-03-07,1398/12/17
"149,970","149,950","150,050","149,960",10,0.01%,2020-03-06,1398/12/16
"149,950","149,950","149,950","149,950",-,-,2020-03-05,1398/12/15
"152,500","149,950","152,550","149,950",3840,2.56%,2020-03-04,1398/12/14
"153,790","153,750","153,850","153,790",440,0.29%,2020-03-03,1398/12/13
"153,730","153,210","153,810","153,350",2080,1.36%,2020-03-02,1398/12/12
"155,510","155,410","155,510","155,430",3920,2.59%,2020-03-01,1398/12/11
"150,510","150,410","151,510","151,510",2530,1.70%,2020-02-29,1398/12/10
"156,970","148,910","157,010","148,980",8030,5.39%,2020-02-28,1398/12/09
"157,010","157,010","157,010","157,010",-,-,2020-02-27,1398/12/08
"156,990","156,910","157,010","157,010",1100,0.71%,2020-02-26,1398/12/07
"147,940","147,910","156,010","155,910",7900,5.34%,2020-02-25,1398/12/06
"147,060","146,910","148,010","148,010",1020,0.69%,2020-02-24,1398/12/05
"147,490","146,990","147,580","146,990",560,0.38%,2020-02-23,1398/12/04
"145,370","145,290","147,580","147,550",2260,1.56%,2020-02-22,1398/12/03
"141,990","141,990","145,380","145,290",3260,2.30%,2020-02-21,1398/12/02
"142,030","142,030","142,030","142,030",-,-,2020-02-20,1398/12/01
"142,040","141,990","142,080","142,030",40,0.03%,2020-02-19,1398/11/30
"142,010","141,990","142,080","141,990",-,-,2020-02-18,1398/11/29
"139,490","139,490","142,080","141,990",2450,1.76%,2020-02-17,1398/11/28
"139,040","138,990","139,990","139,540",550,0.40%,2020-02-16,1398/11/27
"138,560","138,490","139,080","138,990",500,0.36%,2020-02-15,1398/11/26
"138,510","138,490","138,580","138,490",-,-,2020-02-14,1398/11/25
"138,490","138,490","138,490","138,490",-,-,2020-02-13,1398/11/24
"138,500","138,490","138,580","138,490",1470,1.07%,2020-02-12,1398/11/23
"136,000","136,000","137,090","137,020",980,0.72%,2020-02-11,1398/11/22
"136,040","136,040","136,040","136,040",-,-,2020-02-10,1398/11/21
"135,040","135,000","137,080","136,040",1010,0.75%,2020-02-09,1398/11/20
"135,020","135,000","135,090","135,030",50,0.04%,2020-02-08,1398/11/19
"135,000","135,000","135,090","135,080",20,0.01%,2020-02-07,1398/11/18
"135,060","135,060","135,060","135,060",-,-,2020-02-06,1398/11/17
"135,070","135,000","135,090","135,060",560,0.42%,2020-02-05,1398/11/16
"134,560","134,500","134,590","134,500",200,0.15%,2020-02-04,1398/11/15
"133,830","133,800","134,390","134,300",410,0.31%,2020-02-03,1398/11/14
"133,860","133,800","133,890","133,890",140,0.10%,2020-02-02,1398/11/13
"134,700","134,000","134,700","134,030",750,0.56%,2020-02-01,1398/11/12
"134,500","134,500","135,090","134,780",240,0.18%,2020-01-31,1398/11/11
"134,540","134,540","134,540","134,540",-,-,2020-01-30,1398/11/10
"134,530","134,500","134,590","134,540",520,0.39%,2020-01-29,1398/11/09
"134,020","134,020","134,020","134,020",-,-,2020-01-28,1398/11/08
"134,000","134,000","134,090","134,020",50,0.04%,2020-01-27,1398/11/07
"134,060","134,000","134,090","134,070",70,0.05%,2020-01-26,1398/11/06
"133,590","133,500","134,090","134,000",500,0.37%,2020-01-25,1398/11/05
"130,090","130,000","133,590","133,500",3500,2.69%,2020-01-24,1398/11/04
"130,000","130,000","130,000","130,000",-,-,2020-01-23,1398/11/03
"130,000","129,500","130,090","130,000",500,0.39%,2020-01-22,1398/11/02
"129,590","129,500","129,590","129,500",30,0.02%,2020-01-21,1398/11/01
"129,520","129,500","129,590","129,530",10,0.01%,2020-01-20,1398/10/30
"130,060","129,500","130,090","129,540",460,0.36%,2020-01-19,1398/10/29
"130,580","130,000","130,590","130,000",500,0.38%,2020-01-18,1398/10/28
"131,040","130,500","131,090","130,500",500,0.38%,2020-01-17,1398/10/27
"131,000","131,000","131,000","131,000",-,-,2020-01-16,1398/10/26
"131,050","131,000","131,090","131,000",70,0.05%,2020-01-15,1398/10/25
"130,050","130,000","131,090","131,070",1040,0.80%,2020-01-14,1398/10/24
"130,240","130,000","130,290","130,030",170,0.13%,2020-01-13,1398/10/23
"130,550","130,200","130,590","130,200",300,0.23%,2020-01-12,1398/10/22
"130,500","130,500","130,590","130,500",30,0.02%,2020-01-11,1398/10/21
"132,050","130,500","132,090","130,530",1560,1.20%,2020-01-10,1398/10/20
"132,090","132,090","132,090","132,090",-,-,2020-01-09,1398/10/19
"132,000","132,000","132,090","132,090",1760,1.33%,2020-01-08,1398/10/18
"133,890","133,800","133,890","133,850",30,0.02%,2020-01-07,1398/10/17
"133,300","133,300","133,890","133,820",480,0.36%,2020-01-06,1398/10/16
"133,360","133,300","133,390","133,340",40,0.03%,2020-01-05,1398/10/15
"133,340","133,300","133,390","133,300",-,-,2020-01-04,1398/10/14
"129,550","129,500","133,890","133,300",3800,2.93%,2020-01-03,1398/10/13
"129,500","129,500","129,500","129,500",-,-,2020-01-02,1398/10/12
"129,500","129,500","129,590","129,500",90,0.07%,2020-01-01,1398/10/11
"129,530","129,500","129,590","129,590",90,0.07%,2019-12-31,1398/10/10
"129,550","129,500","129,590","129,500",-,-,2019-12-30,1398/10/09
"129,500","129,500","129,590","129,500",80,0.06%,2019-12-29,1398/10/08
"129,790","129,500","129,790","129,580",160,0.12%,2019-12-28,1398/10/07
"129,780","129,700","129,790","129,740",20,0.02%,2019-12-27,1398/10/06
"129,760","129,760","129,760","129,760",-,-,2019-12-26,1398/10/05
"129,770","129,700","129,790","129,760",60,0.05%,2019-12-25,1398/10/04
"129,800","129,700","129,890","129,700",180,0.14%,2019-12-24,1398/10/03
"129,800","129,800","129,890","129,880",10,0.01%,2019-12-23,1398/10/02
"129,800","129,800","129,890","129,890",20,0.02%,2019-12-22,1398/10/01
"129,450","129,400","129,890","129,870",470,0.36%,2019-12-21,1398/09/30
"128,500","128,500","129,490","129,400",810,0.63%,2019-12-20,1398/09/29
"128,590","128,590","128,590","128,590",-,-,2019-12-19,1398/09/28
"128,500","128,500","128,590","128,590",430,0.33%,2019-12-18,1398/09/27
"127,970","127,940","129,090","129,020",1040,0.81%,2019-12-17,1398/09/26
"126,980","126,940","128,070","127,980",1020,0.80%,2019-12-16,1398/09/25
"125,470","125,440","128,070","126,960",1440,1.15%,2019-12-15,1398/09/24
"126,940","125,440","127,070","125,520",1450,1.16%,2019-12-14,1398/09/23
"128,540","126,940","128,570","126,970",2040,1.61%,2019-12-13,1398/09/22
"129,010","129,010","129,010","129,010",-,-,2019-12-12,1398/09/21
"129,480","128,900","129,550","129,010",2030,1.57%,2019-12-11,1398/09/20
"133,940","130,900","134,050","131,040",7440,5.68%,2019-12-10,1398/09/19
"135,510","135,400","139,050","138,480",2950,2.18%,2019-12-09,1398/09/18
"129,540","129,400","135,550","135,530",6100,4.71%,2019-12-08,1398/09/17
"130,510","128,400","130,550","129,430",490,0.38%,2019-12-07,1398/09/16
"127,040","126,900","129,050","128,940",1930,1.52%,2019-12-06,1398/09/15
"127,010","127,010","127,010","127,010",-,-,2019-12-05,1398/09/14
"126,910","126,900","127,050","127,010",70,0.06%,2019-12-04,1398/09/13
"124,930","124,900","127,070","126,940",1970,1.58%,2019-12-03,1398/09/12
"124,950","124,900","125,070","124,970",440,0.35%,2019-12-02,1398/09/11
"125,460","125,400","125,570","125,410",1490,1.20%,2019-12-01,1398/09/10
"125,570","123,900","125,570","123,920",1560,1.26%,2019-11-30,1398/09/09
"123,960","123,900","125,570","125,480",1460,1.18%,2019-11-29,1398/09/08
"124,020","124,020","124,020","124,020",-,-,2019-11-28,1398/09/07
"123,930","123,890","124,070","124,020",1560,1.27%,2019-11-27,1398/09/06
"122,510","122,380","122,550","122,460",1050,0.86%,2019-11-26,1398/09/05
"120,520","120,520","123,550","123,510",2980,2.47%,2019-11-25,1398/09/04
"119,030","118,880","120,550","120,530",1570,1.32%,2019-11-24,1398/09/03
"118,050","117,880","119,050","118,960",1000,0.85%,2019-11-23,1398/09/02
"118,050","117,880","118,050","117,960",20,0.02%,2019-11-22,1398/09/01
"117,940","117,940","117,940","117,940",-,-,2019-11-21,1398/08/30
"118,500","117,880","118,550","117,940",980,0.83%,2019-11-20,1398/08/29
"119,490","118,880","119,550","118,920",490,0.41%,2019-11-19,1398/08/28
"120,940","119,380","121,050","119,410",2090,1.75%,2019-11-18,1398/08/27
"118,900","118,880","123,500","121,500",2470,2.08%,2019-11-17,1398/08/26
"118,980","118,880","119,050","119,030",10,0.01%,2019-11-16,1398/08/25
"114,920","114,920","119,050","119,020",4050,3.52%,2019-11-15,1398/08/24
"114,970","114,970","114,970","114,970",-,-,2019-11-14,1398/08/23
"114,940","114,880","115,050","114,970",490,0.43%,2019-11-13,1398/08/22
"114,530","114,380","114,550","114,480",100,0.09%,2019-11-12,1398/08/21
"114,030","113,880","114,550","114,380",400,0.35%,2019-11-11,1398/08/20
"113,540","113,540","114,050","113,980",470,0.41%,2019-11-10,1398/08/19
"113,520","113,380","113,550","113,510",20,0.02%,2019-11-09,1398/08/18
"113,470","113,380","113,550","113,530",150,0.13%,2019-11-08,1398/08/17
"113,380","113,380","113,380","113,380",-,-,2019-11-07,1398/08/16
"113,490","113,380","113,550","113,380",480,0.43%,2019-11-06,1398/08/15
"112,975","112,890","113,050","112,900",-,-,2019-11-05,1398/08/14
"112,900","112,880","113,050","112,900",130,0.12%,2019-11-04,1398/08/13
"112,540","112,380","113,050","113,030",510,0.45%,2019-11-03,1398/08/12
"112,520","112,380","112,550","112,520",80,0.07%,2019-11-02,1398/08/11
"111,440","111,380","112,550","112,440",920,0.82%,2019-11-01,1398/08/10
"111,520","111,520","111,520","111,520",-,-,2019-10-31,1398/08/09
"111,520","111,380","111,550","111,520",60,0.05%,2019-10-30,1398/08/08
"111,520","111,380","111,550","111,460",50,0.04%,2019-10-29,1398/08/07
"111,410","111,410","111,410","111,410",-,-,2019-10-28,1398/08/06
"111,470","111,380","111,550","111,410",30,0.03%,2019-10-27,1398/08/05
"111,380","111,380","111,380","111,380",-,-,2019-10-26,1398/08/04
"112,030","111,380","112,050","111,380",670,0.60%,2019-10-25,1398/08/03
"112,050","112,050","112,050","112,050",-,-,2019-10-24,1398/08/02
"112,050","111,880","112,050","112,050",500,0.45%,2019-10-23,1398/08/01
"113,110","111,590","113,530","112,550",50,0.04%,2019-10-22,1398/07/30
"113,400","112,590","113,540","112,600",940,0.83%,2019-10-21,1398/07/29
"113,960","113,390","114,040","113,540",350,0.31%,2019-10-20,1398/07/28
"113,930","113,890","114,040","113,890",130,0.11%,2019-10-19,1398/07/27
"114,020","114,020","114,020","114,020",-,-,2019-10-17,1398/07/25
"113,900","113,890","114,040","114,020",60,0.05%,2019-10-16,1398/07/24
"113,520","113,390","114,040","113,960",430,0.38%,2019-10-15,1398/07/23
"113,530","113,390","113,540","113,530",30,0.03%,2019-10-14,1398/07/22
"113,980","113,390","114,040","113,500",500,0.44%,2019-10-13,1398/07/21
"113,970","113,890","114,090","114,000",70,0.06%,2019-10-12,1398/07/20
"114,040","113,890","114,090","114,070",50,0.04%,2019-10-11,1398/07/19
"114,020","114,020","114,020","114,020",-,-,2019-10-10,1398/07/18
"113,980","113,890","114,090","114,020",70,0.06%,2019-10-09,1398/07/17
"113,940","113,890","114,090","113,950",20,0.02%,2019-10-08,1398/07/16
"113,910","113,890","114,000","113,930",70,0.06%,2019-10-07,1398/07/15
"114,000","113,890","114,000","114,000",30,0.03%,2019-10-06,1398/07/14
"114,500","113,890","114,500","113,970",480,0.42%,2019-10-05,1398/07/13
"114,500","114,390","114,500","114,450",20,0.02%,2019-10-04,1398/07/12
"114,430","114,430","114,430","114,430",-,-,2019-10-03,1398/07/11
"114,460","114,390","114,500","114,430",430,0.38%,2019-10-02,1398/07/10
"114,500","113,890","114,500","114,000",410,0.36%,2019-10-01,1398/07/09
"114,960","114,390","115,000","114,410",590,0.52%,2019-09-30,1398/07/08
"115,000","114,890","115,000","115,000",500,0.44%,2019-09-29,1398/07/07
"114,390","114,390","114,500","114,500",-,-,2019-09-28,1398/07/06
"113,400","113,390","114,500","114,500",1000,0.88%,2019-09-27,1398/07/05
"113,500","113,500","113,500","113,500",-,-,2019-09-26,1398/07/04
"113,480","113,390","113,500","113,500",30,0.03%,2019-09-25,1398/07/03
"113,460","113,390","113,500","113,470",30,0.03%,2019-09-24,1398/07/02
"113,500","113,390","113,500","113,500",40,0.04%,2019-09-23,1398/07/01
"114,000","113,390","114,000","113,460",480,0.42%,2019-09-22,1398/06/31
"114,390","113,890","114,500","113,940",560,0.49%,2019-09-21,1398/06/30
"114,410","114,390","114,500","114,500",-,-,2019-09-20,1398/06/29
"114,500","114,500","114,500","114,500",-,-,2019-09-19,1398/06/28
"114,500","114,390","114,500","114,500",500,0.44%,2019-09-18,1398/06/27
"113,910","113,890","114,000","114,000",-,-,2019-09-17,1398/06/26
"113,450","113,000","114,500","114,000",500,0.44%,2019-09-16,1398/06/25
"113,500","113,390","113,500","113,500",520,0.46%,2019-09-15,1398/06/24
"113,960","112,890","114,000","112,980",1020,0.90%,2019-09-14,1398/06/23
"114,450","113,940","114,500","114,000",440,0.39%,2019-09-13,1398/06/22
"114,440","114,440","114,440","114,440",-,-,2019-09-12,1398/06/21
"115,000","114,440","115,000","114,440",1530,1.34%,2019-09-11,1398/06/20
"115,900","115,890","116,140","115,970",30,0.03%,2019-09-10,1398/06/19
"116,000","116,000","116,000","116,000",-,-,2019-09-08,1398/06/17
"113,960","113,890","116,000","116,000",2110,1.85%,2019-09-07,1398/06/16
